sector;province;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2018-12;2019-01;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05
 Çelik;ADANA;6058.25196;5932.84351;6295.61001;6879.06405;11717.46177;10947.05708;6017.28641;6177.59164;6270.39682;6361.32545;6935.33624;5660.36935;5963.44064;4280.33836;5596.49956;6499.73939;6943.28138;4776.49295;7198.18738;5493.06997;8083.44057;9162.88059;6529.50179;7061.22883;6496.21179;6126.22259;7717.74712;4237.79899;5890.0174;7347.8661;5915.72762;5118.76761;8234.29728;6876.35723;10010.00981;6438.88072;7288.58119;7100.21016;8100.72672;7127.60786;8762.71346;10390.73546;7211.63148;10888.68862;10446.05891;9961.72381;10873.231;12759.52177;9962.95768;13559.21759;15203.18476;15977.43728;14094.7853;18578.40086;8961.7935;9718.31095;15636.45847;9483.185;9518.62275;12086.57523;8770.3539;7738.79143;9981.32835;10581.67658;12726.69741
 Çimento Cam Seramik ve Toprak Ürünleri;ADANA;3055.82836;2937.19065;3894.04191;4880.41941;5499.98057;4772.27028;4819.34995;3606.19238;3288.30263;1654.5688;2455.36349;5741.26923;4507.34196;3108.97188;5377.28474;5035.54034;4743.38618;1722.72125;4282.60653;2382.53714;3313.1678;4519.06511;6926.09067;3883.38434;4402.84985;3184.18636;4659.45804;2567.72375;894.30647;764.59614;837.88975;803.91003;861.04765;1318.60689;811.9626;1630.25138;1243.12454;1203.57939;842.79287;966.71457;409.0128;797.59952;767.86918;612.77066;814.97966;811.9626;895.92382;590.63394;712.77386;774.0528;969.8542;980.77334;881.61746;1567.50541;918.5055;1152.29305;907.95541;1051.92011;1203.88821;906.66713;730.79494;915.50854;1329.7697;1245.79294;1250.35905
 Demir ve Demir Dışı Metaller ;ADANA;2160.4257;2760.38409;3288.96088;3218.45918;3500.6285;2992.22885;2766.2033;2151.09456;3427.17461;3175.82772;4069.31573;3472.71282;3780.07885;3620.76437;3662.13938;4503.52616;5975.9837;3864.10468;5531.77192;4069.01725;4638.08111;5744.46662;5644.55313;5323.57657;5481.35417;5541.38472;4568.77523;3849.88685;3906.2904;4730.18453;5576.81551;5184.67939;5024.51183;5662.3666;8923.82303;6449.34235;5620.34048;5340.36844;7013.28078;6543.16431;5472.41089;6850.40542;5462.32847;7631.50654;6847.88832;8906.38145;8037.03159;8805.56577;7597.98622;9617.40426;12867.18057;11234.11146;10024.73474;9846.49276;7599.89617;9510.81481;9252.91609;9774.28879;8565.1919;8530.76094;7312.55724;6304.33231;9785.83292;6851.78297;8351.49596
 Deri ve Deri Mamulleri ;ADANA;1344.79574;1123.38896;992.35228;606.86114;1260.25086;871.61533;918.55704;764.34244;597.64238;397.92428;306.79483;441.6175;1256.69401;932.73121;778.35597;414.13337;1495.48991;945.88916;1276.27096;1198.49297;1287.86622;451.01797;309.88017;816.59328;1394.676;818.20469;680.00213;249.5392;697.85298;1182.75905;829.29164;821.03441;835.86928;398.13822;513.03724;1262.51665;918.72321;1464.82989;1075.66833;793.44573;942.87444;1405.78633;1183.8788;1142.19307;690.02278;492.78954;511.52909;1397.6392;884.71164;1522.14273;1343.09869;807.40734;590.68892;953.33394;1182.75785;1547.86485;1721.49035;1299.07526;861.99716;1181.57858;1233.93816;1099.00396;1913.04635;619.04486;630.06171
 Diğer Sanayi Ürünleri;ADANA;37.68764;27.86688;550.05012;398.27929;323.80947;24.69035;64.7112;9.58875;5.47097;10.57901;29.53721;8.44816;5.29198;163.69898;28.58429;109.02444;76.82514;93.5012;54.84953;20.43514;4.73289;61.50855;29.15322;49.58419;41.39003;93.0905;61.77906;105.72677;110.75906;89.46539;53.52069;27.5082;130.10176;170.29075;74.87119;157.86464;23.90636;7.29509;120.07217;94.09943;60.52517;125.37611;218.77927;66.08864;18.24991;74.87119;202.12912;60.22583;8.49726;11.07684;133.92913;172.65692;157.34631;35.52915;58.59217;71.44368;21.3414;96.6794;170.57097;60.60889;25.71561;78.36676;39.49365;122.43809;142.78382
 Fındık ve Mamulleri ;ADANA;69.50276;66.80548;100.85737;124.25774;126.26205;79.82451;109.65209;39.29915;175.54071;68.52698;81.36037;82.90897;116.45371;89.68247;61.19684;41.21937;174.45144;30.875;84.98166;55.63026;217.52571;64.75972;107.57855;149.64517;75.78442;109.09383;47.87741;90.64687;49.3062;44.41563;51.32292;35.28821;92.68395;121.59472;319.50841;60.04469;111.74327;73.77308;61.48883;194.9216;99.97354;307.78021;78.87403;163.59313;461.14382;319.50841;106.33576;162.6843;89.96092;92.5216;173.03928;113.08119;82.17427;82.95274;2.48676;150.54122;118.22731;325.61626;136.34586;138.15639;149.96539;60.52272;129.55609;79.54693;130.97367
 Halı ;ADANA;379.64197;257.17906;692.16582;387.83216;431.85682;279.32777;346.1557;213.68235;386.03556;412.59055;98.76355;135.45455;136.56394;22.53524;454.74036;269.83312;473.69787;348.59893;346.05933;105.79498;377.96696;499.8261;627.78134;152.15002;196.01675;133.75503;129.47101;93.80278;91.5657;210.3746;246.14715;73.33478;423.54158;254.5952;166.64145;128.89991;27.89045;136.12933;174.58089;190.25291;159.89986;194.97395;155.66262;117.62166;188.31371;166.64145;291.37414;313.92509;257.19857;308.42047;66.18683;164.51779;89.47455;259.18724;153.18994;163.87778;231.27409;154.11901;107.06086;179.58639;78.57896;19.17585;312.03114;194.60817;172.64011
 Hazırgiyim ve Konfeksiyon ;ADANA;8810.56864;10162.87446;14133.16286;11584.6077;13625.63486;11853.11276;13887.41018;11188.59633;16058.06704;16097.73225;11707.78586;8770.39726;12645.028;11226.71183;13201.44968;13267.70869;16385.13493;11273.42963;14972.60036;13155.59267;11939.13313;11753.095;10449.42949;10811.27996;10975.31266;11766.5543;9669.20992;6624.1933;20628.71661;40737.18142;41508.19971;23860.07292;19697.45497;13498.17655;15066.5728;9847.39429;9664.21683;8732.44344;12851.10525;13468.86449;8103.88319;11545.29917;12803.96359;13868.81881;15223.64449;15114.54133;9677.2926;9938.75637;6798.91006;8495.07714;13751.37186;13720.71795;12284.84943;14262.66466;11529.85358;14815.66995;14850.2815;13127.32415;8756.38477;9019.17911;9947.65142;7635.41353;14001.80517;12935.61722;11804.82837
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;ADANA;22651.65423;19582.74782;18083.43449;16467.63042;19811.89995;14589.48488;18191.90233;16847.17321;16079.62404;24095.30483;29406.06526;20076.26504;20707.50809;19092.87927;18907.53769;20940.16406;19803.68656;13637.453;22334.49298;20612.63112;17804.80736;35168.38553;20647.50187;21281.2955;22610.38679;19197.05847;23334.01255;20399.90213;12570.90549;13815.53607;14926.07856;20335.37777;17327.28759;25385.44102;34673.21792;27294.36637;27308.91949;22901.97653;24496.27269;22344.17937;22856.69965;23770.10039;22001.46403;26102.77498;22351.302;34673.21792;43436.85867;32587.55148;26094.28155;25470.78708;31700.2375;27980.37067;25794.7056;27581.39692;30709.4844;28917.06128;24933.88273;25769.2158;43504.07401;41367.99971;33731.81917;27576.53956;28275.12513;23081.46373;27477.54254
 İklimlendirme Sanayii;ADANA;2359.11809;4497.03654;3793.93492;3633.66243;3199.75354;2643.24378;3685.73212;3123.27014;4053.2777;4467.26123;4006.15377;4449.17087;3660.58188;4458.54997;4052.65374;3886.54819;4937.87021;2597.00006;3932.49478;3679.82127;4639.69344;6446.58408;5838.17735;5824.70797;4714.94648;4405.9317;4221.75951;4140.35342;4380.537;3353.15085;3954.24523;3079.29088;4491.34448;4403.43017;5275.50216;4315.92454;3485.22078;4459.3839;5934.49637;7266.989;4119.41097;5965.28761;4521.83062;6169.02528;5445.56795;5275.50216;5825.36181;5173.92436;3717.91115;4390.68773;5154.43687;3696.39094;5235.12282;5842.71242;3337.94152;3717.30956;6462.31104;4412.84687;10643.03156;7143.89395;3848.3446;3266.71129;5698.6014;4578.97712;5965.39066
 Kimyevi Maddeler ve Mamulleri  ;ADANA;24406.60993;23231.17323;30377.45667;28693.59992;28709.75114;25998.77757;27096.05298;26924.77279;29312.0199;31515.9921;29428.29525;26811.15474;26229.8757;28534.8362;28193.79954;28139.94576;30920.15464;22190.07438;25944.16503;21788.80672;25853.22997;27477.12535;21853.06249;27393.0249;24070.52931;22897.63316;28186.10919;24708.89476;19998.52029;27844.52266;22540.4359;23422.81553;24901.83897;23517.50425;40657.79111;32394.25297;25487.15023;33849.09612;42595.19957;39342.58211;39033.23522;41315.93316;41218.14487;47167.99548;47787.32888;40633.48536;48145.51304;51852.10196;46386.79827;49650.56678;65540.72244;61544.98391;60502.63514;71807.9999;68375.01822;65588.86005;58179.69094;47047.12494;39279.81652;44491.54427;50757.21255;48274.08368;41164.10459;47669.36537;49198.33155
 Kuru Meyve ve Mamulleri  ;ADANA;464.09803;379.72217;211.22566;287.16826;418.45691;266.20905;203.45789;175.06572;353.59033;363.1403;292.31336;308.99927;339.30268;429.29475;173.11015;401.51961;274.52771;152.71538;127.55264;88.15177;328.08443;302.23662;306.58076;411.36884;134.16578;446.71004;170.77262;138.86387;186.50413;131.03574;167.82535;54.34267;318.49454;199.82911;328.7642;199.369;302.77934;287.19444;274.00802;146.76225;247.82798;193.67312;106.88344;109.24306;536.86141;328.7642;445.71465;298.24049;274.22032;404.15263;416.20659;419.27001;136.41006;343.63697;117.34932;416.33131;356.38465;324.20219;577.51828;469.66783;368.7636;219.80884;419.81307;260.8196;351.46766
 Madencilik Ürünleri;ADANA;3934.60352;2983.62213;8083.3404;748.88745;8234.94891;1566.33586;7922.74023;3038.0894;1148.76289;1604.36419;1745.62387;1815.80161;1212.05459;508.18186;5957.78608;909.05698;2461.70266;1151.44713;895.71788;772.90223;1724.70325;1850.9385;2862.25557;1128.7297;1048.10792;953.96445;1197.04724;1562.71249;819.08669;801.54954;410.47904;214.79346;363.0101;557.57468;936.36166;426.6559;456.84698;294.77554;275.32027;433.19071;2123.54686;256.55022;270.87931;276.03486;652.00396;936.36166;1202.12865;848.55296;2058.3314;1550.82147;355.21931;285.04559;1455.08523;2534.15521;3447.33257;1285.74551;1945.75802;1965.1505;1493.98776;1097.2454;355.63673;2127.18555;568.17747;1414.21082;1357.50497
 Makine ve Aksamları;ADANA;9448.40014;4811.95405;8797.1692;8600.1299;13128.06619;4781.48695;5264.30759;5290.57388;5038.74368;7679.30155;7667.40362;8228.88201;7188.63763;7260.74512;6694.08399;7491.89366;8883.10191;6445.48374;7067.5678;4910.91417;4303.12668;5965.38453;6049.24448;5852.28635;6678.94993;9270.94999;7978.64888;5289.45858;3698.68915;5103.23027;6157.32323;5242.69341;5251.85207;5003.64557;7062.83932;7431.57446;10523.07947;9391.24625;11706.30574;13430.64546;8642.50022;8327.61613;7966.30557;5871.02461;8645.06906;7062.83932;8063.23013;12269.64799;8735.53058;10769.10183;11164.19385;15773.74788;8951.83342;9018.06011;8841.40229;11096.88834;10758.24947;12565.15216;13491.13003;12760.01994;11035.39005;9505.7362;15719.19618;8082.96787;10356.20105
 Meyve Sebze Mamulleri ;ADANA;1203.57925;1281.48324;1694.93022;1509.42412;1746.63834;1752.18324;1890.586;722.00972;1284.21341;1359.62854;971.89046;868.23094;1232.53447;1392.71729;1892.52076;2318.8038;1337.10091;803.73993;1446.28268;986.33393;1235.02561;1763.84237;1676.27817;1309.94007;1694.44604;1814.98976;2104.07672;1478.89677;1063.5842;1937.8171;1802.79962;1744.80953;1844.41442;1310.90916;2167.28024;1767.46228;1614.63001;2476.90632;3085.65203;2429.4493;1868.19766;3334.9189;2730.69299;3954.0878;3211.4992;2167.28024;2456.26912;2088.12599;1931.09676;2383.85653;4112.57553;4469.00895;3878.19668;1783.77474;2337.36636;3872.90415;3764.85709;3373.10528;2899.22463;2851.62978;3883.13863;3049.32901;4667.82601;3433.04738;3436.95733
 Mücevher;ADANA;1.13788;56.7286;19.21635;0.39031;20.41207;0.47484;0;0;0.13832;0.26232;21.61091;8.66724;7.37896;0.60669;0.64233;0;12.99356;0;41.48335;1.64126;61.97778;0.39497;0;10.37451;2.25874;0.74262;0;5.68596;0;0.16831;0;0.03193;0.16076;0;156.64317;12.79366;0;0.43202;2.62778;4.39349;0.28157;2.75139;1.31637;0.35295;123.2548;156.64317;183.45669;44.61771;3.23795;124.2138;3.61196;3.46988;1.57987;0.91171;43.96159;2.3077;0.40411;12.62354;24.02336;24.42323;2.6;23.49573;54.60866;35.75092;207.07965
 Otomotiv Endüstrisi;ADANA;4124.73031;5124.17578;7471.20658;8993.35112;10426.0724;8137.75227;12109.67149;32801.90499;7424.4279;26804.43565;16393.29032;22063.8413;8492.90021;9661.63871;6973.80873;8707.07112;14130.30668;5843.94788;20486.7118;17174.13051;7945.37518;13391.17797;14622.01112;4709.14346;3321.23223;5001.20143;4174.92801;1982.5453;4450.59607;6566.77755;3398.0763;5104.86296;8346.916;8223.36368;10196.92924;9286.32332;5142.41458;6661.11084;6151.87739;8026.55775;8029.14732;8176.77307;8689.61775;10932.65624;7856.20503;10196.92924;15370.29052;16103.28057;4877.76443;7834.73361;8594.61591;9980.96189;6891.93156;20064.89169;8843.28271;13935.41883;11033.02798;14509.21722;17927.91859;15080.13013;6328.54932;7997.90791;18180.03166;19684.98638;21100.64704
 Su Ürünleri ve Hayvansal Mamuller;ADANA;8854.15025;6857.78725;11773.21635;11488.70627;10288.19209;10256.55782;12240.05804;10990.19368;14710.09798;14017.47105;12752.30755;11016.63897;12369.55729;9682.35791;10429.35267;9932.68275;11727.67814;7564.29443;9819.3536;8216.02809;11556.75368;9685.75065;10192.27591;7225.97599;10616.1691;11836.52312;10666.5428;7348.7189;4680.63015;6253.428;9554.58333;8280.90098;10134.77223;8318.65407;17546.14047;10104.20578;9403.4517;8206.04425;9333.94547;14041.80874;14115.64437;13783.42222;9896.23563;15571.25341;13620.4854;17546.14047;20521.23247;13309.27462;12959.29861;17837.7932;20302.72553;15430.17317;13244.45247;13863.61072;13672.1331;16520.93625;15837.52284;11439.76789;13838.81865;11890.19782;11368.86065;12610.95837;10422.26662;13979.51244;13147.01692
 Tekstil ve Hammaddeleri;ADANA;24453.33437;24621.52265;30809.74945;31244.22709;29999.18283;26205.06874;28779.47473;29403.50416;30159.67683;33862.58384;29961.82913;27294.35801;24098.17713;21681.7758;29911.04515;30964.72428;31315.9963;19677.37107;26582.02588;18404.057;28023.56107;29805.62172;28009.71046;25355.97982;27197.98806;24828.3098;24143.70951;15323.02322;16396.43704;25332.70192;23750.88186;23475.01272;26670.49586;33531.79146;47828.0024;31228.82855;30480.85938;27290.76616;38743.48522;35074.73388;38265.00845;44945.18725;41826.71451;39484.53326;49022.97718;47623.97052;49235.28092;58764.07791;44167.89733;49910.18833;64962.40169;59413.30508;52712.50534;59674.66836;46362.04218;52259.02504;46619.48576;46557.22248;40273.27902;42480.81383;45087.64946;37115.0453;47323.21784;43412.40256;45995.39336
 Tütün ;ADANA;0;0;0;0;103.81479;38.23523;0;0;0;0;0;0;0;0;0;15;30;6.42;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.534;91.63;0;89.262;86.93885;0;0.57261;0;0;0;23.0376;0;0;9.12056;0;5.72551;0;55.125;82.73693;18;0;0;0;14;0;143.574;0;0
 Yaş Meyve ve Sebze  ;ADANA;17429.22708;13003.40898;11099.11269;5309.92378;6661.27757;4453.68866;2490.34013;3620.17942;7109.84234;13641.04894;23259.12655;20169.66939;15094.35218;9310.18734;6934.10848;3972.12289;4674.84815;5862.70327;2514.46171;3294.54198;5873.07921;14065.19087;21645.96939;20091.69516;16287.20245;10512.73767;7260.1819;3636.35897;4298.47963;8206.01617;3117.50363;2349.17067;5452.64826;13893.11458;15364.32955;21534.72058;14677.89004;11895.91656;7264.63095;3501.69383;5245.65491;10931.3985;2618.15656;3303.53197;5557.13591;15268.28127;20874.76151;23817.60355;18997.17458;15048.42173;10670.73823;5379.64977;6395.40841;11806.03677;5390.9578;5597.80792;4511.69649;12839.2284;23930.13467;29280.98464;23722.17186;19288.3631;18109.16685;7516.94882;8558.30511
 Zeytin ve Zeytinyağı ;ADANA;55.10451;28.64895;76.45567;83.8649;93.63688;16.18394;60.87607;44.71913;73.91406;38.14066;28.44252;87.14479;104.60881;52.748;51.8135;66.20977;18.4082;38.07622;1.17489;10.03074;18.01084;21.54409;22.84954;36.19962;73.67295;34.90856;5.94006;10.18254;13.72261;30.81138;17.83776;0;56.18206;62.90601;36.14139;44.66728;303.12613;83.07919;27.3108;46.03557;30.86228;52.89817;72.47674;50.74313;8.8913;36.14139;5.73165;44.94832;33.94626;93.29967;68.95069;12.20038;53.11527;40.35875;22.74525;3.37438;125.8071;22.85698;53.76002;60.8756;92.80918;80.75644;167.92324;133.42602;80.18728
TOPLAM;ADANA;151144.6151;141839.0977;177597.0916;158277.6328;181085.4154;142111.1705;160080.1548;167274.6755;156498.6565;199533.1612;195168.3561;181781.1094;160776.5616;147442.7566;163425.2289;158032.7744;180032.3427;116974.7505;167860.9807;137120.6043;152937.7345;190931.5572;178456.9452;164005.8062;159224.1325;152515.9542;150814.1639;111180.3088;117980.0076;167775.1126;159605.629;140044.7536;155251.4733;168267.5785;233046.6055;186701.3966;165269.2837;166493.1249;197453.1159;190486.3278;180994.7396;210820.7347;182154.8619;210647.6816;216255.8028;232684.2129;271586.7991;266405.5;206686.6036;233659.0028;283097.5917;267942.4043;238445.9189;286423.6475;236393.8275;260105.4727;244636.8314;234474.5648;255498.0133;263143.7661;235166.2438;207550.2333;247974.4245;225874.0115;240694.2112
 Çelik;ADIYAMAN;3.29018;4.82682;15.95792;0;0;6.03792;2.75;4.17717;30.33876;9.44427;1.4076;6.34922;248.31316;2.29679;14.4285;53.76845;213.77192;222.481;0;0;382.81287;0;95.493;0;7.43028;0;0;573.6783;0;30.3;0;0;3.55952;0;0;3.42253;0;0;24.67933;0;0;0;3.77164;0;21.49032;0;2.26376;0;1.55284;0;1.74294;124.94438;45.46375;10.34126;60.056;0;261.82528;0;2.90234;0;154.65389;0;10.62892;0;0
 Çimento Cam Seramik ve Toprak Ürünleri;ADIYAMAN;52.69921;9.21477;5.73386;0;0.02196;0;0;10.34304;29.34564;60.69537;5.90631;22.09411;5.20791;52.03401;11.39035;47.50722;70.7842;25.81901;14.68066;16.37669;134.84121;57.89642;3.35718;94.91723;15.66267;38.73429;1.39272;27.09528;23.4508;40.55227;39.90083;16.60367;13.83607;13.73911;10.45709;65.99206;22.85414;15.39528;44.91848;29.05511;26.49868;27.15513;26.94678;8.6454;19.10668;10.45709;26.12071;31.22451;52.11422;127.92211;169.66745;107.95861;20.82618;217.49749;46.66124;0;567.88052;854.04436;58.0934;0.4297;47.84656;0.45169;0.30914;0.18844;0.45248
 Demir ve Demir Dışı Metaller ;ADIYAMAN;15.17583;23.5779;22.3781;17.08916;9.08491;10.39997;6.61306;29.14825;19.44112;95.84929;5.28335;16.49421;6.31734;10.91324;73.63407;124.26592;54.73326;20.16631;40.88983;38.22;52.82075;126.24047;94.7424;56.44986;33.10958;93.18787;0.45886;40.5;30.24506;35.99107;38.22167;11.73683;75.17863;18.74465;43.75763;31.39295;32.23634;33.12002;63.88408;18.23752;3.24862;11.88001;12.55526;45.03975;30.04776;45.69348;190.34436;213.32553;276.80431;212.01398;101.69179;196.07381;114.88043;25.41591;339.93985;234.54117;12.40529;46.74192;43.65671;499.71945;455.85456;11.20998;46.05006;40.35254;43.77779
 Deri ve Deri Mamulleri ;ADIYAMAN;152.97413;170.17784;125.33437;1.1694;0;0;0;0;0;7.58231;1.77743;3.68172;5.81376;1.22578;4.72446;2.62413;0.00302;0;0;0;9.88265;0.79755;3.57494;1.18376;1.62715;0.81946;7.06334;0;0;0;0;0;0;0;2.31082;0;0;0;1.61143;0;0.06398;0;0;0;7.3929;2.31082;0.23853;1.36494;0;0.07411;0.88567;0;0;0;0;0;0.98451;0;0.03229;0.52135;0.7143;0.19369;0.10587;0;0.02225
 Halı ;ADIYAMAN;0;0;49.80311;0;113.56878;0;0;0;68.2317;14.07715;2.12183;0;0;1.8238;1.49929;0;0;0;0;0;0;0;7.45865;0;0;0;0;0;3.68992;0;0;0;0;25.46338;2.57594;0.07059;0.36276;0.29775;0;0.24064;0;0.07764;0;0;0.23077;2.57594;1.75696;0.03563;0.39574;0.31028;0.52851;0.16193;0;0;0;0;0;68.88554;0;0.12089;0.49683;0.14879;0;0;0.59052
 Hazırgiyim ve Konfeksiyon ;ADIYAMAN;5817.34629;4155.54202;4924.63035;999.96091;948.95098;1123.41589;1718.67437;1093.93881;1416.27646;586.10529;1376.74577;1985.53116;1655.61816;1588.79857;1174.23738;1399.55007;2483.37419;1571.79986;3853.49756;2212.41618;3144.23983;1991.33154;4319.20568;1995.51661;3613.82103;5473.78191;3961.81668;2666.19144;4584.89197;5186.98165;7149.75466;7843.25063;8367.58066;8512.21324;3335.95106;7483.83425;10212.60222;8068.86555;9278.08412;7732.80967;3467.37499;5436.00871;6327.3521;5732.14283;5496.12709;3335.95106;2665.50514;2224.52049;911.88292;1568.52895;1868.77332;2673.83546;2282.02811;2009.7392;3507.53332;1916.58108;5874.07373;2670.49464;3520.92129;5632.65008;4344.82979;5298.45068;5050.26105;2373.31953;2967.46939
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;ADIYAMAN;2681.71923;2264.40077;674.87848;2598.55306;4226.91497;350.12744;435.27136;4419.12993;550.4406;540.139;855.19058;2602.40768;761.9813;1646.90622;770.5348;774.71141;569.2871;346.13172;609.18158;599.00277;619.49014;662.17872;2457.34099;687.09073;621.36289;449.56092;2920.6584;1371.32137;507.91782;964.31172;769.83342;849.08974;859.94771;2535.34223;418.76322;1022.06005;3165.94042;564.33781;553.52785;682.18324;953.25494;628.00838;251.90789;475.00944;559.67868;418.76322;1017.24716;2401.96352;899.1619;813.92237;170.61568;528.90624;697.94171;160.97852;494.5706;656.73867;683.87239;817.20497;1115.22443;1038.85896;1445.10167;436.86503;994.31589;913.02359;702.96445
 İklimlendirme Sanayii;ADIYAMAN;27.84348;6.31296;0.65418;0;0;0.74069;0;0;3.81995;7.51658;0.56144;0;0.94079;0;4.86712;31.22618;39.58258;0.26182;0;4.497;12.744;2.82962;156.63382;29.455;0;6.61622;0;12.6956;1.00812;10.31589;13.60117;2.7798;1.82883;1.76445;8.15883;21.2922;0;0.02856;2.249;0.94;15.26349;84.517;12.834;1.03152;6.0961;8.15883;1.729;150.694;9.48216;138.17602;20.66433;168.7791;501.25466;179.09882;7.32;5.9305;162.27513;7.3008;0.5616;14.47763;1.06243;9.27085;46.87635;20.186;0
 Kimyevi Maddeler ve Mamulleri  ;ADIYAMAN;65.86317;1444.53539;684.0286;198.8205;53.53112;1028.20367;153.93046;912.89106;2010.02432;139.14372;3132.35748;966.11477;1834.51519;892.94394;947.24127;2541.31345;2131.8709;1256.94969;114.70018;1381.68515;1684.41014;113.47083;1017.09912;662.16536;1602.13446;420.01521;186.61337;19.52562;2576.46505;1208.46895;1633.91354;2056.94982;219.83481;156.52455;552.91165;237.17525;3127.6793;2173.89628;1428.65277;1294.67808;2468.53606;2957.19916;1006.50513;478.84374;1066.27601;552.91165;1584.05223;421.01164;1951.41311;1138.0259;2199.61858;2768.72454;3552.51707;877.15713;985.31335;2185.21385;474.41727;1838.31124;1910.89444;3970.60901;3514.56857;674.33513;919.02879;1387.65065;519.46088
 Kuru Meyve ve Mamulleri  ;ADIYAMAN;0;0;0;0;0;0;0;0;0;0;0;1.2162;0;0;0;0;0;9.20908;0.10269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78.79436;0;0;125.41643;0;0;5.34595;83.67477;0;0;0;78.79436;0;0;0;0;35.7696;0;0;0;0;117.0442;0;0;0;0;141.63626;0;0;0;0
 Madencilik Ürünleri;ADIYAMAN;231.77228;6.11038;132.75959;0;319.09119;0;107.78144;0;0;103.8076;48.89866;164.18969;186.84668;403.8721;120.14845;12.12866;32.74306;0;9.55446;2.33561;2.32884;56.55239;0;0;0;0;26.58905;0;6.21542;8.37416;2.01121;20.79661;0;0.3426;8.81616;37.06904;2.00682;6.72359;2.05556;53.25611;5.31195;3.74718;110.65278;16.93552;34.5213;8.81616;15.41529;129.31155;0;19.62327;2.06069;28.6067;5.85643;0.77719;81.87801;7.3087;21.66328;10.67722;15.93857;52.73667;44.11619;78.75777;0.01585;42.71558;29.97771
 Makine ve Aksamları;ADIYAMAN;20.12558;73.5577;97.07499;39.05714;111.24508;3.72404;0;54.21394;116.28941;64.74634;135.59085;286.08113;110.05099;86.08935;237.60423;31.73321;95.16698;320.77261;422.62109;114.48241;55.10839;77.05471;110.89933;2.4621;186.15114;65.86569;0;40.28014;2.084;45.74084;195.78912;44.61691;37.19014;1.07263;6.50025;339.76306;0;16.27684;23.24738;111.11347;45.19214;62.85286;79.67584;0;2.51247;6.50025;11.193;2.41;92.26153;158.23;1.54802;20;0;338.06854;146.50072;155.18072;692.73941;339.03147;67.2951;215.10687;438.37777;31.9;0;166.55734;57.3408
 Mücevher;ADIYAMAN;3.51578;1.75229;0.91687;0;0;0;0;0;0;1.39227;0.48414;1.02015;0.16733;0.44685;0.31274;0;0;0;0;0;3.18185;0.80322;3.69695;2.37488;4.5324;1.06678;0.04906;0;0;0;0;0;0;0;0.69937;0;0;0;0;0;0;0;0;0;2.07119;0.69937;1.08637;2.42294;0.10065;0.92279;1.52657;0;0;0;0;0;8.03786;0;0.41042;2.40556;1.0987;1.19066;0.21174;0;0
 Otomotiv Endüstrisi;ADIYAMAN;3.81524;149.69784;2.53817;1.32921;0;16.96848;34.84583;0;0;53.44862;60.12846;0;5.19594;0;7.5995;0;53.81011;0;0;32.22845;0.03145;32.90587;0;2.56367;0;0;0;0;9.846;0;0;2.60355;0;0;0.11166;0;0.06786;0.89;1.80974;0.08169;0.1296;90.542;0.765;0;0;0.11166;198.35;6.00834;458.95613;153.46429;193.37036;380.70272;562.35868;343.79029;1113.77112;1922.50865;705.54086;1530.78608;1810.68143;333.6763;515.14946;0;0;0;0
 Tekstil ve Hammaddeleri;ADIYAMAN;622.99606;336.49339;496.95545;384.05832;235.11865;340.32291;780.91115;806.86828;1038.06917;918.88267;575.56291;340.06394;360.99334;233.87082;258.9228;279.80074;444.90771;143.93723;309.19033;273.5293;447.00437;454.19518;561.73816;477.59113;83.79119;387.96205;263.18766;16.74785;83.67375;125.60379;327.27418;367.07226;429.70181;612.07158;871.48069;524.16194;598.99045;475.66771;857.78886;716.20345;501.64827;363.39776;270.78615;826.5583;993.93814;871.48069;192.9192;264.74269;904.90392;368.94345;256.49649;456.46005;293.26793;521.4877;226.68505;429.42528;627.17252;205.36582;192.02663;491.22797;23.94849;64.28242;87.48034;57.46366;183.96394
 Yaş Meyve ve Sebze  ;ADIYAMAN;0;0;0;0;0;0;0;0;0;0;0;27.67585;168.43527;108.82488;0;0;0;0;0;0;0;0;22.26887;38.49935;16.428;0.1445;0;0;0;0;0;0;0;37.56613;0;68.1278;90.65568;95.23389;0;0;0;0;0;0;0;0;18.29294;0;19.6698;0;0;0;0;0;0;0;0;0;93.888;338.95874;72.07246;61.53709;0;0;0
