sector;province;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2018-12;2019-01;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05
 Fındık ve Mamulleri ;KONYA;19.08454;51.23413;26.775;9.42511;15.19358;0;15.5676;0;238.60624;34.51439;101.986;24.40728;48.36955;19.1;20.78171;9.33099;45.99614;0;15.15563;0;76.66051;228.29501;84.47341;71.03584;64.57997;17.6183;51.12039;79.40216;26.16593;27.18933;37.10102;99.71638;91.18905;232.6765;93.27339;48.57989;19.99913;53.23236;42.33505;22.52413;107.17437;60.80877;1.75774;46.84628;275.24639;93.27339;36.31459;202.64762;58.22516;64.21722;73.00721;23.91564;59.36049;37.41278;21.35175;29.02675;41.2038;41.53519;62.35343;63.32946;1.28802;23.9007;25.39899;16.34903;75.97517
 Halı ;KONYA;378.77172;92.99612;230.43184;229.60042;206.98471;20.71397;119.93448;132.12397;188.78566;362.29473;327.23953;335.41543;99.94125;216.65435;206.9455;183.20568;238.93996;143.67362;354.43705;250.53826;183.74403;536.76579;284.71358;324.30431;227.67053;71.4261;251.12798;187.06208;36.44575;105.83119;113.03342;60.30016;326.5569;387.95856;520.10953;441.69118;167.39202;509.22187;293.23281;241.79772;77.4495;110.33091;151.80956;320.73443;164.32694;520.10953;182.99748;235.3899;119.96525;52.09665;134.25475;63.61398;24.51277;219.1956;42.5217;317.32415;263.05401;590.76444;107.15573;129.36888;294.93131;120.03058;111.78857;96.15507;82.5892
 Hazırgiyim ve Konfeksiyon ;KONYA;1179.86779;1059.3912;1274.93031;968.38163;964.47636;680.42852;1170.2321;1009.68549;613.64602;1053.7532;1766.27471;1436.26007;904.74441;936.13992;1522.18372;1098.74635;1211.16388;606.13759;1515.59422;770.28058;1703.67723;1073.84572;1280.92801;1442.4585;1084.84257;1015.27425;1107.03643;473.13917;603.20364;1582.9092;1357.73863;948.87904;953.25448;911.60731;1903.34517;1387.36919;1185.00743;1192.80824;1110.32837;777.40221;1225.71021;1402.3012;1187.05558;1259.65475;1705.78288;1903.34517;1479.89257;1795.2912;1522.47496;1519.61738;1969.73699;1578.33427;1311.24447;1897.3553;1555.7396;2070.68198;2255.25661;1415.82926;2130.43558;2549.34404;1555.74059;1706.54434;1680.46971;826.93793;1361.75626
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;KONYA;18881.11039;16149.76979;23574.44587;20517.93268;16661.48935;12882.09107;19483.16014;18000.1376;21318.05068;28557.51039;26900.76452;28927.08731;27662.31431;22507.73173;29543.61621;27596.34067;23048.52962;11364.57654;20504.09693;19330.10902;23390.7261;24276.21393;22342.32881;23617.12797;27732.51974;23968.75207;22174.68007;22536.11644;14627.48791;20767.11067;19391.18625;20284.43128;24247.96809;24747.54105;23602.648;25151.88309;27471.16661;27978.32629;30379.62691;23117.06988;17916.63526;19606.86845;17526.93783;22841.37726;25292.95402;23602.648;26076.57497;27392.29207;23798.14818;24256.87565;25093.08254;21275.48842;19859.04492;22253.72467;15772.91362;20972.55429;26881.52938;26992.64463;25719.01076;26008.54374;27413.14704;26231.95932;29351.58961;22218.53953;24140.39994
 İklimlendirme Sanayii;KONYA;7759.74147;8439.43535;11697.16477;12151.66006;9670.23648;7386.74228;10048.26045;10383.5413;9522.76391;11871.83374;10802.49455;10291.15607;9747.30452;10866.42257;12165.99333;10616.97754;13153.07986;6483.75606;10882.12503;8644.67595;10946.71139;10550.3198;11325.62663;13737.73159;9018.93784;11664.06614;11964.32519;10502.77687;7682.66082;11977.7151;12380.6622;10534.67381;13629.45697;15792.02593;15059.65549;16246.3964;12293.00121;14095.56155;28117.7404;28759.24479;16571.74998;17507.6948;13368.87265;16905.79451;15121.24414;15059.65549;17004.79758;19748.80382;12777.05944;16301.97327;17225.44059;22806.01696;14613.31652;16963.25427;15394.94857;18179.28216;17944.94393;17236.29027;21006.15624;24630.92766;17801.73803;17068.49363;18837.37536;16430.72152;18532.85726
 Kimyevi Maddeler ve Mamulleri  ;KONYA;8029.17105;8226.00494;9314.46291;9981.30377;10469.20797;9028.03505;9555.77786;8520.04231;10016.74041;11826.38015;11571.00228;9393.7477;10346.45479;8817.68216;12902.85188;11774.82131;12552.98263;8961.03862;11108.18072;12716.39162;11214.93224;11164.97358;11341.49014;11629.5214;10497.28438;10921.26574;12233.61822;15588.17436;12092.0363;14028.67613;13949.40712;11648.10151;13886.90415;13483.21752;12000.15568;14121.50583;10938.44631;11502.32326;15465.44199;14212.74095;15033.19065;13889.13077;12071.61445;13494.51875;15508.09974;11914.84368;16762.47264;17583.46294;13092.76141;13004.99636;15939.25072;18306.35669;14036.40553;16983.05939;12837.26204;16741.84278;17136.72641;15931.57215;17864.45617;16678.47639;13095.43609;13109.23937;16346.78718;12372.09213;14795.18087
 Kuru Meyve ve Mamulleri  ;KONYA;689.03335;613.57112;772.53933;728.18793;662.54256;592.28764;645.13262;248.68633;828.78977;729.04081;888.77775;636.01722;752.55376;471.70184;743.5748;869.08855;641.71657;372.57732;608.63526;382.71865;904.51996;986.22742;1060.96357;763.63291;1063.14549;765.63444;1158.70261;1051.86604;1061.67021;943.60401;854.33396;802.84672;1065.21163;1381.82412;1676.4783;1144.85782;909.97608;1149.44132;1260.95665;1220.46225;785.82454;1062.9124;489.63365;924.88926;1012.35542;1676.4783;1258.81808;1209.04159;1234.41872;1172.83672;1320.84083;925.68511;740.60877;638.71264;659.40621;951.65969;931.65143;1637.00897;1260.92842;1668.50834;1118.00062;849.10001;1281.74262;1047.12698;911.75863
 Madencilik Ürünleri;KONYA;2511.23998;1969.18564;3905.77661;3393.12158;3774.65765;3218.31714;4531.96068;5247.41342;6120.446;5027.64704;3526.70852;6220.3554;3815.48686;3393.19771;6218.31383;2690.36173;3860.185;4111.04451;3272.00463;2717.08149;5544.13735;4132.55649;4156.26268;3031.77156;3803.65404;2045.79325;2979.19338;3375.5935;2582.08534;4540.08833;5391.88806;3678.92544;3326.3534;2677.5125;5004.56127;3396.83774;2420.18825;2388.97071;1966.77817;4287.06321;4398.83466;5694.05172;6171.47923;10951.37303;6552.60072;5004.56127;5725.02347;5151.97093;4219.31292;4212.73576;4287.35251;4890.14965;8705.57855;7667.62869;6071.65914;7213.596;5773.11704;4145.68683;4242.31779;5455.46684;3168.52198;2992.39198;3959.29434;3890.24842;4945.68008
 Makine ve Aksamları;KONYA;29406.2694;34731.59765;41158.44887;36917.69706;35520.61322;31096.148;37907.16276;33283.21982;31720.39345;34516.16953;36151.4534;32469.02096;35048.43071;40379.73836;42365.04881;37518.08861;43288.90052;26924.81131;40749.2316;33593.27195;35102.62174;41433.58268;37384.66458;46482.69716;39802.51387;42078.6163;42260.73093;37010.01111;31770.71235;41572.65327;48992.98859;33091.22109;49066.20865;46336.98144;54355.62893;54155.68991;37452.42604;41460.82432;59546.82608;60988.6188;48325.58798;56817.69601;47547.22846;57528.74302;54043.4576;54298.96118;56614.63883;66196.94785;50452.70064;64886.49815;66743.64962;72822.83986;57742.70981;64735.26633;62699.64916;72614.42876;70729.02782;64499.70646;65416.20699;77849.45503;62025.2002;62704.24519;88251.48211;63834.50898;72269.97268
 Meyve Sebze Mamulleri ;KONYA;2597.19936;3063.79436;2734.55437;2637.56055;2237.8361;2802.52964;1967.51984;1793.69988;2276.79652;2664.91393;3348.32769;3151.90961;1686.46081;2681.11221;2949.56861;1740.25206;2904.05022;2676.61278;2412.06706;2713.15271;2529.06857;3432.46953;3529.71023;2071.63619;3677.55596;3581.69627;4333.14629;3668.44713;2636.20274;2848.66076;3139.3084;3393.79203;5060.2398;4330.52253;3072.40816;3309.03876;3886.21616;3113.96047;3201.11761;3468.50775;4280.8317;4037.67245;3141.3094;3490.21887;3683.79672;3072.40816;3731.76859;3653.17815;3504.88953;4554.49333;3787.04259;4926.27006;3104.82808;3568.87342;2612.2079;3279.40553;4502.88545;4055.4709;4275.05596;2903.01547;4403.72193;4256.0195;4179.40744;4492.41884;4114.61447
 Mücevher;KONYA;0.29417;0;0.00668;0;0.24083;0.81313;0;0;0.0881;0.60214;1.04246;0.14022;0.22628;0;0;0.33021;3.23711;0.41652;0;0.05289;0.46136;0;0;0;0.02014;0.75692;0;0;0;0.17955;0;0;0;0.01512;0.00516;0.22378;0.00616;0.001;0;0.00296;0.00092;0.4412;0.00095;0.0021;0.00418;0.00516;10.07546;0.009;0.01015;0.00065;0.44741;0.41989;0;0.001;0;1.08125;0;0.02618;0;0;0.42357;0;0.22471;6.16386;14.30145
 Otomotiv Endüstrisi;KONYA;28403.24944;28959.66277;30305.81418;26396.63607;28015.50215;25048.73963;28645.48986;25443.80258;24366.39093;25316.26959;32548.3229;26963.85373;29496.14079;26631.40928;28471.02279;34723.38354;38961.24884;22862.22928;36096.13642;31606.34804;32527.13317;35965.02025;34989.56485;32610.1624;34024.25523;33888.72251;33128.33171;26586.37765;25386.89795;33126.61378;40392.03562;31152.71034;37660.22009;43819.71616;53138.29041;44479.52373;41882.79045;40300.56451;51422.57094;51540.47742;43271.1215;53158.88175;44960.35045;53018.45054;53442.71345;53138.29041;53619.11356;56402.69356;44744.13002;57585.07063;57372.23544;67062.47029;51883.78174;62077.73356;56143.481;64321.25306;66163.94454;61877.02803;66266.15756;65410.6696;57814.22241;53696.28509;69671.7454;58607.47759;67169.97574
 Su Ürünleri ve Hayvansal Mamuller;KONYA;8392.63408;7299.44367;8784.27974;6896.33062;6212.06209;6815.32586;7167.68918;7900.79574;9559.43365;11342.28469;8736.86318;8845.81017;10765.11275;10263.48553;10430.3246;9158.4265;6645.31132;5699.75956;6507.91007;7845.40466;8804.11709;9942.83146;7204.34911;7073.35189;6422.4755;5377.03977;4095.7368;5276.00554;3151.87178;4788.0728;6006.44285;5171.65319;9191.46116;9968.35972;12211.50051;11817.69202;8513.38485;6842.8462;12463.03596;15381.47106;17373.86912;22033.98855;14853.83522;12034.67406;14284.23728;12211.50051;15510.64798;14624.2121;12223.74979;19780.94235;22502.17042;23707.39001;12251.29008;14467.00949;12113.59777;13929.41311;17324.72298;9444.91687;7935.6977;6990.86671;4859.75592;4951.54841;9027.18387;6051.88445;6854.42338
 Tekstil ve Hammaddeleri;KONYA;991.55279;161.1587;617.12542;633.49684;838.11634;402.86166;939.16773;753.66664;324.40819;184.15138;275.49737;122.01628;149.34134;318.43585;181.38731;448.59823;430.47257;244.97282;232.6459;158.34066;196.0358;275.58467;204.87354;139.89103;451.04443;245.41626;166.23677;322.80056;412.78163;243.22163;231.19748;180.09391;301.21275;414.80136;456.45622;457.57415;512.54004;228.79408;379.14445;449.06565;345.83825;389.57225;669.74258;684.69665;577.12724;456.45622;529.79837;482.81875;694.02959;580.54094;361.47259;676.60875;180.41172;449.41351;406.93305;366.67851;895.17664;552.32062;514.68588;571.88652;295.00884;536.7476;599.8638;404.4335;418.98115
 Yaş Meyve ve Sebze  ;KONYA;481.27694;538.51371;537.51889;616.38862;385.05764;667.37577;406.24063;422.8636;816.29674;811.74816;810.08063;580.76363;516.46491;539.92811;350.33469;210.94718;303.7873;400.98305;492.23514;482.19366;789.14501;1188.96823;1066.69575;909.55901;545.47789;589.94523;441.37606;184.94508;177.5423;295.78574;536.10447;391.26339;627.78838;821.49718;548.73015;799.67458;527.60292;963.74106;1014.19729;957.16238;521.06091;1006.81231;547.99974;537.56944;627.8352;548.73015;750.35772;1206.9964;896.62304;601.95268;1536.46638;1032.09584;389.36697;368.67089;484.29974;654.24391;1287.69979;1631.18727;881.2283;926.33467;651.67226;774.73639;1161.26398;815.54397;988.31656
 Zeytin ve Zeytinyağı ;KONYA;575.25432;806.53533;695.53974;420.76935;462.91909;393.88031;315.74331;291.52225;499.6882;745.73108;556.72968;603.67888;280.54235;509.08678;407.95795;393.49146;313.84719;224.61396;158.92647;270.19582;308.99354;488.79409;487.36006;452.81718;362.67541;472.29009;735.45009;866.90099;350.36553;517.50326;406.72667;204.19261;738.39709;494.49487;329.84062;678.33491;426.66132;1066.35999;672.4816;602.31933;289.197;357.29324;281.8429;250.68051;478.08616;329.84062;473.57929;1034.89495;446.07499;702.1852;648.115;850.60737;447.93;428.83003;75.47226;441.68635;1105.39258;547.33246;1894.0142;561.27985;630.87032;684.0907;827.99357;686.86493;568.19477
TOPLAM;KONYA;135263.4515;137814.9366;162931.5828;153310.3798;147874.0218;131007.6905;153393.781;138294.3421;148389.8389;164636.8001;170083.9328;160045.2131;172458.457;161930.1248;183262.4795;182406.5732;189884.2493;111875.2969;173042.6388;150716.5181;165476.6256;182792.3839;164949.1689;175988.2034;170946.5377;175082.096;167669.8861;156804.6468;131867.3649;173446.1619;193904.8721;156576.1467;201924.7465;214088.4782;256069.3624;236003.2244;202061.6032;210712.1782;281079.0471;277681.37;224120.7111;273180.5118;210761.9699;256729.8328;254087.2352;255908.6626;264990.8253;286639.8477;215813.7373;266334.333;286587.1421;320928.4706;241338.5095;279178.8358;239454.0924;288099.6084;293444.3054;260888.6647;281878.1376;292716.4894;250621.6245;239719.6436;309763.1321;241639.3193;269382.1836
 Çelik;KÜTAHYA;112.26021;62.93846;169.52201;104.81241;145.56338;110.93947;121.22926;74.83706;120.43749;108.84255;104.41734;65.17089;108.4787;74.0292;86.61474;95.14519;175.58011;121.42443;200.74609;78.75252;218.83867;103.54917;143.61223;282.68401;74.17495;274.55275;222.11159;114.35438;103.71672;138.49016;150.81723;112.06556;40.11754;274.93898;343.14067;131.34333;174.82569;105.86224;190.40466;251.3876;158.07148;218.05177;149.72718;182.06595;287.95916;343.14067;218.83713;297.35604;237.75909;300.81824;288.44872;232.54017;195.50637;303.84326;292.43412;120.91342;144.57214;188.11216;201.28149;211.07522;541.02416;134.43585;153.25942;167.86109;231.69592
 Çimento Cam Seramik ve Toprak Ürünleri;KÜTAHYA;13135.06681;13114.71054;15365.29354;13915.96873;14444.04196;13120.57211;12428.6062;12445.02179;10893.14292;14317.86318;15843.72732;14282.80956;12865.83772;15207.85244;16575.91851;14041.26246;16615.80162;9440.42003;16031.15789;13019.29819;14794.00435;14862.59851;14867.20019;12830.75069;13320.37318;13255.76838;12673.63876;6528.18714;7970.62948;13481.50481;16623.28759;14671.63515;14996.15065;16177.98708;19452.82521;19764.7319;13203.30844;15500.34538;15781.52614;15827.38996;16818.45195;21462.21759;16966.16355;21623.1049;21316.0869;19452.82521;21077.47934;20082.0504;20798.85581;23060.83684;27092.56377;25388.29829;20285.39977;24013.28004;14403.82064;23842.62961;25012.43571;20414.09193;21379.63305;18949.28847;19376.8824;18597.56984;17045.52183;17312.30725;23763.99021
 Demir ve Demir Dışı Metaller ;KÜTAHYA;3813.74444;3194.19795;3654.07874;2574.61621;3697.59697;2571.56328;3269.56851;3219.26447;2883.89226;3003.46783;2283.37755;1182.04556;2718.25203;2557.78158;2231.31868;2716.98748;4416.97944;2730.36521;3145.69759;2340.22867;3776.36082;3230.27528;3791.05725;2270.62547;3714.9761;4119.70629;3658.48581;2987.77825;1452.68315;2332.61543;1837.92432;2809.23264;3702.78601;3442.90304;7773.18286;4238.47193;4667.84937;2680.55089;2846.5499;5501.85504;6929.99506;5388.72267;5642.58753;8296.66369;7876.7685;7773.18286;10101.91448;9424.46428;8196.50395;10303.54752;13614.52315;9640.6152;11562.87758;7305.89832;3666.3208;3847.02217;6258.10781;6615.73658;5465.09151;5007.23699;6412.07074;6862.42884;7287.94614;6737.31947;6747.80568
 Deri ve Deri Mamulleri ;KÜTAHYA;2.84911;3.03356;16.75545;0.17858;6.70195;17.06986;1.20759;4.32053;5.82811;1.02807;1.31484;0.06408;0.38954;0.55382;5.325;17.0975;0.9211;0;12.89073;0.09876;1.6097;10.24531;8.06753;0.065;0.14451;4.83451;4.37653;0;0;1.99052;0.24871;0.744;0.62999;0.02458;15.90316;0.145;6.28292;1.81468;0.74269;8.36055;19.23422;24.89954;11.27466;16.93429;6.63159;15.90316;23.79986;16.64884;9.54056;13.628;0;4.61644;1.9341;4.09642;3.79312;6.30479;18.9396;0;1.71;0.09517;1.84032;18.96545;1.25306;7.25755;14.54079
 Diğer Sanayi Ürünleri;KÜTAHYA;1.60212;0.3241;1.93584;0;11.2763;24.62231;0;0;0.09634;0;0.4281;0.09836;0.06008;0.996;2.2929;0.87104;0;0;1.09055;0.12767;0;0.1962;0;0;0;0.34282;0.81836;0;0;0;0;0.03733;0;0.02645;22.07737;0.50112;0;0;1.32746;1.76776;6.07915;24.7711;1.77788;0.58362;6.0017;22.07737;5.28475;11.54259;2.58262;0.47259;0.04676;0.52702;0;0.71961;1.2319;0.2943;2.1703;0;1.55655;2.0838;0.4078;0;0.15514;0.8029;3.60159
 Halı ;KÜTAHYA;10.18618;3.50914;0;3.28835;4.0461;1.9684;5.60276;0.82748;4.1234;0.10577;0;0.01192;5.12448;0.1;0;2.25998;10.26868;0;4.07926;85.56525;0;0.802;0.0208;0;1.13883;37.12665;40.38121;2.39362;0.35883;55.14098;81.7982;109.38175;29.33771;62.67955;1.08296;5.45084;9.76673;42.18658;15.32665;38.3567;0;73.1004;90.66982;71.73267;9.1719;1.08296;0.00325;0.14457;0;0.77852;0;1.05236;0;0.68936;2.785;0;1.04378;0;0;0.0609;3.62947;0;5.54865;0;14.9848
 Hazırgiyim ve Konfeksiyon ;KÜTAHYA;195.88404;38.42471;75.21689;53.82475;74.36744;41.15719;361.18233;261.5435;298.72471;62.22204;187.97652;161.1798;255.59209;3.27828;3.75377;56.72354;86.03517;16.7414;266.2296;1.12735;17.12322;75.14838;41.24361;155.53987;220.2174;7.82211;79.02626;23.92671;2622.78547;11368.08288;2097.72706;121.58472;177.44708;113.49026;247.35732;288.45343;210.41056;136.32683;266.25229;89.20445;73.56887;162.10382;213.51019;289.7016;253.28226;247.35732;125.38986;705.69931;742.44365;309.11497;117.63771;45.29594;17.65986;14.95688;216.05289;56.25748;42.5945;99.50608;7.01819;145.0723;187.63654;107.83827;53.74526;54.37441;15.7778
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;KÜTAHYA;10.99665;60.30106;20.80337;21.54744;56.20787;70.33652;22.90105;10.68652;27.18362;48.8475;28.97418;66.70842;0.03156;25.43074;1.62361;70.05944;121.21402;3.1044;12.95805;19.84824;0;59.22424;3.0657;24.08151;4.30192;27.17614;46.20584;14.31382;5.49076;7.0697;32.23906;13.65337;18.94266;38.75761;73.50546;39.46492;23.89184;27.26227;65.34468;23.98154;51.50092;22.77852;46.13192;75.18294;34.48737;73.50546;10.30363;37.4475;0.95207;40.47513;38.91237;20.93613;31.73176;17.61022;11.34512;20.02298;75.69572;64.14864;59.75205;52.42657;84.24484;67.97717;37.29709;112.46476;51.49959
 İklimlendirme Sanayii;KÜTAHYA;253.85998;100.03682;212.31745;266.31985;335.9784;77.88511;126.87123;264.48525;85.09888;114.70167;159.2503;238.13867;59.89166;127.90354;115.56002;65.64773;108.39718;66.99462;101.59516;48.64551;18.5526;158.21909;79.40994;116.92897;52.67909;95.47609;87.9407;87.82161;94.55204;103.24227;99.09514;78.47218;322.54527;96.92131;244.18063;212.58359;139.57264;287.79026;431.32484;208.55313;298.0212;326.63156;208.82036;286.27968;283.34551;244.18063;351.33121;264.6002;81.36224;421.29768;272.86898;156.94795;110.72197;153.68311;158.67603;221.35864;178.66441;457.91069;165.04747;375.21618;148.08515;210.12135;165.49835;68.45344;450.21784
 Kimyevi Maddeler ve Mamulleri  ;KÜTAHYA;1546.49495;1567.28791;1425.8353;1521.37582;1652.76963;1609.39719;1932.334;1052.33549;1270.10512;1139.89045;1370.77354;1316.75223;1028.84151;928.63866;978.28899;1332.88391;1340.33169;627.68891;700.23724;421.1286;753.86148;658.11388;1152.94605;1220.65907;797.44036;890.96774;685.78254;1395.65509;629.23456;911.05992;715.31059;500.15752;1145.40045;1028.20637;1323.82798;1212.46473;750.26553;727.75172;1226.90925;847.14872;722.01128;969.63193;904.24748;1526.90847;1468.52367;1323.82798;1041.79027;1056.48466;966.72433;1378.46709;1338.59491;968.73211;897.79783;1425.92224;950.87087;1331.68792;1571.36997;1755.56872;1304.83827;1259.1083;1489.81102;1348.16667;1786.7911;1698.78118;1756.16605
 Kuru Meyve ve Mamulleri  ;KÜTAHYA;25.16783;0.30819;60.58067;11.97023;68.56608;27.59772;18.96695;0;122.03141;87.43953;24.19236;67.97357;34.475;52.80365;22.29603;70.90899;0.03994;0;8.66848;21.67411;27.9983;104.25987;0.13755;69.45736;0.33914;110.84592;0.13116;42.65443;42.539;0;65.8572;0.15153;48.40845;0;14.73532;54.58216;0;54.55245;34.15589;79.73773;42.43701;88.07757;40.52317;0.11554;35.42244;14.73532;96.42455;21.94197;0.15543;0.02333;8.96576;18.563;23.73263;8.44657;7.28493;40.6089;0;14.44546;19.633;0.07639;29.67826;42.7334;23.25482;0.3632;48.5194
 Madencilik Ürünleri;KÜTAHYA;1150.40964;1272.4204;777.90279;1498.37545;1194.34505;1093.82719;1841.30954;975.30553;1383.75447;942.00278;824.89098;759.03982;990.85678;702.28189;743.89949;650.96396;1246.12345;822.99801;1314.91363;915.96512;1465.40294;1088.45748;1226.64633;775.22072;1105.91784;804.09786;776.00549;544.36139;579.64299;741.65696;955.9823;703.50916;888.958;1039.81906;1183.56289;1694.51496;1014.05004;935.78745;1422.11258;1598.67651;1193.35718;1861.12272;1452.43164;1947.73366;1575.4005;1183.56289;1816.18905;1160.90589;1345.90155;2043.66344;1849.3899;2642.62879;6881.4313;2247.95736;5631.69171;1865.35202;1414.10706;1305.48526;909.13044;1128.12903;1497.68158;1241.90317;1572.64818;658.68585;1233.58214
 Makine ve Aksamları;KÜTAHYA;125.27017;120.23579;53.30768;67.80763;227.86952;77.19171;104.16654;120.21887;59.75102;138.67856;75.59057;123.42111;191.08772;89.74204;183.93069;132.79781;318.62771;187.55764;87.2079;38.75218;191.10591;194.56318;262.3193;234.31836;202.04286;197.20418;126.99896;266.8196;168.71981;287.13507;202.27626;128.16031;108.26816;179.878;199.07049;161.12735;347.45637;272.49467;417.38775;110.98852;506.09068;182.55548;260.86347;296.53813;190.05665;199.07049;438.40971;321.92965;204.86576;483.09425;333.89346;359.54567;74.15327;521.73782;55.85114;321.32961;203.38665;953.39903;285.09315;522.54868;1008.92036;523.5679;370.36931;365.87461;591.69193
 Meyve Sebze Mamulleri ;KÜTAHYA;9.24483;2.36082;5.88294;0.61278;8.71756;3.50133;2.51703;0.71268;0.89677;10.1132;0.36751;0;32.83948;96.36644;6.46132;0.759;1.23382;0;1.0812;0.90054;0;4.96578;7.84984;0.89478;0.90122;4.34414;1.5977;2.97222;1.1261;0;0.14037;58.2024;60.19057;64.26338;7.77975;0.0861;0.49035;13.16364;0;3.48532;2.13198;0;0.48025;6.84177;2.35101;7.77975;0.46711;26.73596;0.39613;0.01182;0;0.55899;13.45845;7.18819;7.15039;0.17664;65.70217;67.18298;78.93356;44.04848;41.25268;0.73128;48.81295;80.19988;0.46226
 Mücevher;KÜTAHYA;0;0;0;0;0;0.65388;0;0;0;0.28206;0;0;0;0.08515;0;0;0;0.57978;0.3525;0;0.29338;0;0;0;0;0;0;0;0;0.79321;0;0.27799;2.69053;0;0.08429;0.07714;0;0.26551;0;0;0;0.46146;0.10786;0.43267;0;0.08429;0;0.31049;0;1.17586;0;0;0;0;0;0;0;0.189;1.10003;0;1.9995;0;0;11.5676;4.92882
 Otomotiv Endüstrisi;KÜTAHYA;275.17111;296.36505;334.47987;234.50598;237.79292;343.1984;192.13362;311.12749;383.35431;294.4173;446.69963;282.39963;322.1189;583.55797;440.61628;305.07771;449.42179;378.60411;195.11986;224.62966;253.66086;415.92002;1120.70821;713.95355;859.74703;322.44151;86.10089;42.56121;53.36513;508.04932;493.61828;357.02598;293.85575;325.91686;690.34577;340.85382;280.69492;313.72635;250.48035;264.43593;213.96957;263.7331;205.64899;224.388;260.5363;690.34577;733.04;444.82393;437.14541;375.44292;464.88093;348.17574;224.93021;415.62626;211.06476;271.62398;346.64876;293.37656;448.44087;287.04618;644.08214;334.44725;575.66405;552.97616;613.50786
 Su Ürünleri ve Hayvansal Mamuller;KÜTAHYA;107.08313;201.53637;284.49385;226.92411;192.5234;299.04028;273.08506;342.08998;244.73968;385.72489;396.17972;279.31445;138.2;132.56;93.5;104;70.5;55.59529;26.5;52.53496;0;16;33.5;100;171.5;130.33133;0;16;2.08;1.94;16.50704;0.21467;0;25.5;109.675;242.555;105.25;76.90417;25.51675;43.13242;0.03082;22.375;40.425;148.01563;118.725;109.675;29.2546;52.248;76.84113;24.675;0;0;60.92166;75.5;26.88;81.47;87.70632;247.77983;0.14724;0;0;0;0;0;0.036
 Tekstil ve Hammaddeleri;KÜTAHYA;332.93644;341.25675;614.06948;196.40911;217.6438;529.50904;1372.3934;417.61731;123.13435;170.7951;208.83072;95.68127;57.28532;206.22984;154.66234;252.89809;155.78468;25.95616;83.61067;43.65936;124.82769;92.94985;70.94113;51.49144;375.58347;93.1965;79.82049;8.50266;42.64986;64.16794;98.19562;172.55442;112.93502;102.16699;301.6626;38.60809;4.88452;54.00956;225.64617;50.2355;57.63091;64.2048;76.23503;81.02372;40.52621;301.6626;215.18506;75.18871;42.99418;86.97772;244.99426;100.34579;86.79306;16.68243;38.3049;115.51398;84.8151;69.63068;110.74193;23.73624;129.80571;30.05581;68.64458;122.98618;165.09593
 Yaş Meyve ve Sebze  ;KÜTAHYA;7.695;0;2.00308;2.18995;3.76164;3.12179;0.32562;0.34668;0;0;0;0;0;0;0.00613;0;0;0;0;0;0;0;0;0.04676;0;0.29626;0.14804;0.0195;0.2105;0;0;0.33812;0;0;0.15063;23.59117;0.18033;0;0.27205;1.59066;0.59787;0;0;0.06922;0;0.15063;0;0;0.2056;0;0.04711;0;0;3.004;0.01857;0;0;0.05775;0.04304;0.03216;0;0;0;0.11778;0
 Zeytin ve Zeytinyağı ;KÜTAHYA;0.62901;1.5094;0.39556;0.25604;2.43713;3.74165;1.3798;1.4185;0;0;0;0;0;0;0;0;0.9066;0;0;0;0;0.22476;0.26502;0.07659;0;0.06696;0.57639;1.30092;0.30947;0;0.0128;0.059;0;0;0.80141;0.16111;0.56967;0;0;0.89732;0.21123;0;0.47184;0.82609;0.89422;0.80141;0.26671;8.836;0.62419;0.11215;0.22418;0.07104;0.34152;0;0.08952;4.84148;0.09666;0.33768;0.28003;7.77545;0.0644;0.60547;2.32598;0.11142;0.83998
TOPLAM;KÜTAHYA;23740.50994;23354.8547;26396.95457;24137.5932;26015.44577;23242.90257;25558.93885;21453.11466;20953.83991;23783.83641;24507.69897;21515.27179;21420.13526;23400.53216;24599.66944;22403.25281;27886.80787;17007.31338;25144.17962;19680.71471;24458.75124;24094.81253;25691.82355;21738.76145;23430.43009;23983.507;21215.71421;12871.58192;14678.6079;31866.95866;26119.11657;22218.63269;25328.45488;26206.55861;36863.72336;32047.74501;23206.29573;24868.3563;27015.99901;28229.56243;29063.50123;34777.54962;29683.23682;39729.68864;38672.69834;36863.72336;40269.70228;38201.84184;37229.32068;43105.1864;50616.53984;43365.25917;43413.95675;40009.08027;28404.35082;35032.28803;39530.6139;35304.62055;33691.75108;30964.74339;34125.40675;32562.6046;32374.87449;30772.19991;38501.12894
