sector;province;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2019-01;2019-02;2019-03;2019-04;2019-05;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-06;2022-06;2021-08;2022-07;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2023-05
 Zeytin ve Zeytinyağı ;ORDU;6.0135;1.8642;3.5856;6.3429;0.64485;4.7776;0.4258;1.45524;4.6574;1.4358;3.6904;1.4675;5.9755;4.9704;0.0393;5.8734;9.00109;2.5695;0;0;1.878;73.02506;6.0257;0;1.97425;3.5255;1.61789;52.47677;3.34107;0.76565;2.73843;0;1.47065;3.12228;78.49146;2.7759;0;1.2861;1.4028;1.61271;4.0731;2.73843;6.12738;1.3376;0;0;2.02655;1.89098
 Çelik;OSMANIYE;20605.33;18970.85882;14278.66891;4656.89811;9621.11682;4579.35135;11632.24187;15206.38158;30824.56908;34141.84163;32787.20124;32908.53769;21728.68576;30254.7966;30242.88087;20358.92693;20586.57066;16186.69793;21837.44106;23068.67829;13695.34036;9300.67835;20248.86408;20959.95273;8543.76944;1079.01189;11174.05341;6933.05603;16430.73609;9183.5004;32767.01794;12789.29232;28884.45204;23706.32084;16412.91073;28776.54612;21453.70424;16847.37953;32876.69156;14723.8046;22061.13421;32767.01794;35365.35263;29166.86123;29489.6179;13751.22267;19622.783;3876.63988
 Çimento Cam Seramik ve Toprak Ürünleri;OSMANIYE;0;0;3.6106;0;0.53832;0;0;0.6625;0;0.095;0;18.27;47.853;32.34;4.51337;3.39007;0;0;0;0;0.46873;0;6.01319;102.87631;60.4;161.12;112.85342;80.65299;157.84441;283.25083;2.44992;13.89513;238.51767;10.62837;278.23693;287.24197;282.85989;4.03692;0.06;111.93804;0.97344;2.44992;237.01399;138.596;0;0.39844;0.075;14.94804
 Demir ve Demir Dışı Metaller ;OSMANIYE;268.00596;1285.29813;2308.7432;3857.99748;3293.01674;3899.46028;1292.13793;964.24822;1970.40804;3143.49295;3250.3896;468.10751;1301.56882;1465.10291;1699.20397;1707.23647;1545.59133;608.40571;1221.504;1213.24392;1280.60721;2276.45493;1311.82777;1355.38741;1261.85818;1895.06532;1435.38448;608.69018;603.99776;217.10654;1348.60936;118.65974;199.3078;683.32671;2345.59305;396.98823;300.45293;16.17307;753.26808;4.16329;897.43651;1348.60936;2081.72264;208.81803;42.92011;10.9183;39.22901;132.5066
 Deri ve Deri Mamulleri ;OSMANIYE;0;62.868;26.676;0;61.776;61.62;0;63.024;0;87.372;0;64.668;62.4;62.868;62.868;58.032;58.032;58.032;57.312;57.312;58.032;57.312;0;0;114.912;58.032;0;0;0;0;82.212;0;0;3.63444;0;2.19299;0;0;7.74367;0;0;0;0;0;4.32566;0;0;0
 Fındık ve Mamulleri ;OSMANIYE;0;0;8.5;12.38571;40.46324;0.9945;0;0;11.88049;24.41356;62.74339;16.50053;15.56759;36.82851;23.63739;40.66566;48.32127;2.15982;23.59811;30.36659;2.13;0;0;3.52094;0;0;0;0;0;0;0;0;19.6;0;0;8.12633;0;13.77379;0;0;0;0;5.52563;1.44975;0;0.37584;0;0
 Hazırgiyim ve Konfeksiyon ;OSMANIYE;86.07911;0;60.39345;0;28.69708;68.09244;159.23005;128.71067;228.93376;188.02069;30.55404;43.55421;0;88.19442;30.82683;33.6406;48.0391;0;0;0;29.11571;0;28.35623;23.74007;64.89714;32.51458;17.58655;13.66292;85.24808;0;6.33744;4.25729;75.61266;9.85432;40.01102;234.78049;54.35056;4.70035;60.91889;0;57.09609;6.33744;0;0.9111;0;0;0;94.3084
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;OSMANIYE;165.20997;162.02696;78.09529;194.59939;191.99082;113.45643;208.07302;17.55;285.76639;575.72802;677.77093;93.31818;49.45538;199.55686;74.30096;71.4995;27.81189;18.69668;142.93202;206.89438;63.30094;61.36523;73.45321;179.5324;81.3528;297.65609;21.92008;11.275;422.2418;137.32688;1058.93088;126.88906;143.11034;22.2881;108.91212;937.41971;785.4058;525.04555;621.26968;347.96566;769.00956;1058.93088;1163.15879;1465.64067;1371.88608;1351.73325;800.98106;111.52791
 İklimlendirme Sanayii;OSMANIYE;0.62063;0.42159;15.1627;12.59684;289.14016;16.09513;3.04251;13.06143;5.02138;28.02429;4.69725;41.88899;20.21195;27.60435;54.81876;41.22612;80.33996;80.41328;60.52768;34.56246;80.27248;164.6429;98.65719;164.35502;96.51035;34.14282;125.32192;108.65572;192.26356;248.42537;138.44931;159.00112;97.0415;136.86891;104.89747;131.82517;188.47244;107.65699;160.98951;218.37008;177.56461;138.44931;178.61977;328.44503;130.41357;208.34261;93.4799;178.13878
 Kimyevi Maddeler ve Mamulleri  ;OSMANIYE;152.17702;96.53972;154.69896;167.31398;164.71305;110.22548;103.20748;253.87275;198.37892;72.32988;75.00138;88.33001;185.77136;214.90832;109.34678;216.98718;264.76613;169.00511;189.05075;180.16553;143.75068;107.72249;131.09792;77.8607;77.26911;81.15563;102.53195;119.00182;200.38145;248.49789;132.04899;324.70833;177.58581;170.06097;88.9645;242.263;80.36133;53.82005;138.70745;5442.4003;40.60121;132.04899;68.78084;304.97907;18.44952;47.24296;125.77476;186.33182
 Kuru Meyve ve Mamulleri  ;OSMANIYE;4.356;8.25;15.443;22.29095;116.50293;70.6464;0;0;28.20262;153.96922;138.08752;44.13889;55.20339;32.79873;132.25367;122.18834;110.11694;27.51303;58.61009;108.99648;79.4273;50.26602;50.8749;100.93324;72.29775;0;1.29353;20.71449;75.94783;58.41853;91.97267;100.045;113.19;21.645;61.8951;146.45326;194.75108;54.87842;56.62832;40.605;45.59693;91.97267;31.72731;42.74352;53.8173;25.18168;90.3867;0
 Madencilik Ürünleri;OSMANIYE;36.10086;12.39237;14.89231;60.67453;26.43599;103.27859;52.50323;46.86686;14.80698;76.40932;9.14772;17.89525;14.35605;6.68268;15.95586;12.92843;115.75359;0;72.0678;18.2849;61.30275;117.19556;46.86903;57.82774;259.55744;10.01084;219.5083;178.71484;184.47753;419.65715;113.90617;133.35785;221.56755;189.07042;188.19922;274.34329;297.80224;91.52791;115.65925;197.65716;190.06606;113.90617;168.27507;186.64861;124.24295;62.54887;72.57637;64.03097
 Makine ve Aksamları;OSMANIYE;69.5592;101.6167;88.88562;261.43219;94.35865;182.15366;381.3887;100.05706;120.78799;355.14154;53.3845;214.6295;136.78905;90.50392;486.29177;1712.45195;405.03125;102.42185;277.4458;524.97975;318.74167;122.5174;354.47644;239.91009;271.45903;142.82237;365.74265;158.00515;290.96756;1053.17935;414.25221;401.72857;246.80644;185.68442;522.76497;388.21666;386.30638;476.7554;516.98816;264.69905;389.15559;414.25221;420.77755;362.80239;268.2536;479.27317;262.41309;321.63368
 Meyve Sebze Mamulleri ;OSMANIYE;60.40725;115.58854;85.10333;70.05806;97.53841;85.68605;132.64616;132.06299;70.85174;88.48698;90.17456;84.77582;53.39424;112.57129;69.4838;186.90044;212.72588;130.93364;297.2741;140.70299;103.68854;50.80578;49.67008;72.24743;145.13564;93.3464;190.76321;163.72533;210.81837;68.97713;331.00783;83.34606;58.9991;79.74905;172.22474;319.67164;345.47584;351.16426;263.4956;196.0122;280.3368;331.00783;78.32625;79.00403;73.1499;146.43714;148.3375;272.87789
 Otomotiv Endüstrisi;OSMANIYE;223.79576;328.32022;600.25411;496.96531;447.33407;413.87389;213.52649;427.61673;356.35731;562.43273;520.81117;255.93239;542.58847;408.21832;326.09449;597.3791;1419.27444;348.19964;459.54605;582.42215;573.28476;474.571;347.88951;515.56019;324.39792;270.00069;773.49871;540.26727;442.87142;798.86938;722.41066;645.23027;392.09135;413.03936;517.73444;775.22153;901.65708;1498.87917;870.99509;888.27554;854.38289;722.41066;768.58894;841.81722;1556.80583;594.16808;799.5973;1231.74199
 Su Ürünleri ve Hayvansal Mamuller;OSMANIYE;0;0;0;0;0;0;0;0;0;0;105.8616;0;0;0;0;0;0;0;0;0.79706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299.265;231.44565;0;83.29849;0;0.69542;0;0;1.2;38;44.764;7.6383;0
 Tekstil ve Hammaddeleri;OSMANIYE;1707.48729;1872.15293;1948.78379;1832.61028;1833.35682;1399.23655;1563.19847;1996.03938;3109.49037;2121.77641;1700.87676;2852.22421;1823.68;1484.02129;2079.81419;1962.90358;2256.06485;1673.11403;2111.35075;2872.22306;1728.40984;714.66412;2138.51497;2152.89851;1470.34237;856.9466;1261.59867;1131.39724;2703.52844;3037.89874;3192.6754;2692.69433;3818.63669;3416.80649;4024.27914;4008.4121;3725.76778;3937.87558;4377.70657;2354.30341;4331.64982;3192.6754;4161.10981;4955.36951;3437.94545;3494.83552;4203.34753;5729.30273
 Yaş Meyve ve Sebze  ;OSMANIYE;583.71001;286.3064;317.55428;191.15507;75.01059;81.48903;95.5102;9.59;205.20092;313.50247;156.83845;15.15133;24.67745;63.57288;25.67543;173.17989;41.88184;108.0685;382.08136;245.21998;90.13863;0;4.30369;57.50577;3.2019;0;0;0;1.3864;57.73059;3.9204;264.67662;12.09;187.67288;580.51305;578.2527;269.76212;88.46784;0.00245;0;27.52365;3.9204;0;1.04201;140.86614;126.3459;157.21236;665.35193
 Zeytin ve Zeytinyağı ;OSMANIYE;0;0;0;0;0;0;0;0;0;0;4.122;0;0;0;0;0;0;0;0;0;0;0;4.4051;0;0;0;0;0;0;0;0;6.29004;0;0;0;79.52;61.4992;0;30.81616;0;2.2288;0;0;0;8.725;10.27805;17.12695;0
 Çelik;RIZE;19.27426;25.5253;87.48395;362.87729;121.41707;37.76623;17.30163;13.49305;51.36274;1.38101;56.60327;7.92116;59.32627;2.0182;112.63451;23.51783;9.02777;25.82116;34.38304;23.78031;5.03191;64.27427;53.17651;6.71104;130.6135;16.2999;21.00225;48.50231;83.45449;32.23484;14.74695;23.94677;50.85263;78.7623;25.95125;37.01088;27.78198;179.52027;44.01425;44.64598;14.31873;14.74695;11.01545;289.67612;22.25345;41.02672;107.82622;162.63552
 Çimento Cam Seramik ve Toprak Ürünleri;RIZE;92.51575;86.317;74.15;113.02509;73.88779;112.13498;159.53017;104.55962;149.97094;206.37562;154.67316;236.50183;100.70747;151.67934;80.61638;59.08951;40.87104;70.5669;74.7958;181.34071;91.08652;54.21723;39.00158;38.51492;23.41458;16.8283;142.03578;188.13988;165.43374;165.09093;64.71978;83.03454;83.49352;73.66929;73.61011;85.57854;112.11409;108.55122;119.65782;133.04096;145.15023;64.71978;133.32456;166.82772;41.96182;57.47205;76.73975;366.34363
 Demir ve Demir Dışı Metaller ;RIZE;20.21797;86.51222;238.73886;54.71456;131.76305;55.31248;264.25073;134.5036;143.58284;82.90478;201.55195;145.53711;111.15641;33.90454;197.88682;128.50568;80.52714;45.60228;61.59168;81.56008;71.85385;107.28822;36.22016;38.99743;302.13659;88.96114;56.95897;82.63428;79.30788;68.58799;72.8969;100.16905;121.01765;89.33718;86.27522;131.53345;66.24231;129.5913;113.6106;361.46233;59.88234;72.8969;19.93256;257.73464;172.90036;282.35217;197.14147;466.70955
 Deri ve Deri Mamulleri ;RIZE;3.7815;1.45175;2.86025;10.59258;8.82915;0.37224;6.27743;0.04471;5.4779;24.94552;0;1.2749;0.00267;14.83571;10.07978;3.35029;0;3.13472;3.57892;0.13686;0.83094;2.51547;2.10894;0.01267;4.73445;2.95645;2.94481;2.79154;1.32132;8.69518;0.3035;11.70258;0.3436;9.41284;1.69194;0.18586;11.39922;115.19352;2.00791;121.343;7.07662;0.3035;0.69176;1.07288;0;0.92009;62.13629;46.78174
 Diğer Sanayi Ürünleri;RIZE;0;1.54606;1.55928;0;0;11.083;13.642;0.19573;15.5623;0.1625;0.55538;0;0;0.03554;4.28233;0.32115;0.084;0.00865;0.3608;0;3.25325;8.84816;0;0;6.63479;0;0.08565;7.19902;0;11.1269;0.79663;0.00826;9.70339;19.57875;0.00543;11.99439;1.95283;2.08256;0.34868;1.57415;0;0.79663;0;0;0;0.01088;7.25822;0.1001
 Halı ;RIZE;0;0;0;0;31.02764;0;5.99569;0;0.85;0.11764;2.73872;0;36.2898;10.16749;0;0;0;0;0;4.67305;0;0;0;0;63.63782;0;14.8326;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14795;0;0;0;0;0;0;0
 Hazırgiyim ve Konfeksiyon ;RIZE;72.91814;48.62346;204.22544;185.22643;345.38998;26.49505;29.1151;46.41372;35.69665;59.13319;19.37221;51.60321;56.88845;107.74695;18.41854;28.87782;8.00327;30.62617;53.48385;28.00774;71.92281;71.31041;51.5317;319.82964;62.01699;18.24551;269.02542;110.41262;220.34915;245.38874;418.16584;679.5843;141.88714;110.38504;199.66619;178.28022;91.90186;254.07407;186.50856;64.39123;311.19454;418.16584;312.39802;109.91675;116.38778;164.63006;274.28951;185.21836
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;RIZE;547.7013;632.66195;583.48042;642.50942;361.15394;569.78232;412.65661;322.06259;764.55571;607.26125;522.436;289.69871;491.14759;355.18799;570.91987;730.33399;410.55457;382.59323;627.18127;785.74759;279.28253;563.5184;321.33872;535.79795;449.72721;548.88093;301.20758;350.41462;282.84408;448.41021;572.69226;589.03311;160.3702;234.05709;445.86064;440.43449;235.83073;535.41929;476.77624;577.86199;356.04796;572.69226;624.47825;492.72464;157.7418;497.5063;478.59836;513.61904
 İklimlendirme Sanayii;RIZE;59.44017;43.88823;46.27155;50.6311;97.33033;98.51336;83.15858;13.89066;298.09473;415.9688;48.42706;272.27977;40.95718;51.01279;449.29787;10.96235;29.76093;54.20582;81.57555;65.83563;36.41178;39.49275;8.94621;28.50441;84.81211;65.08208;97.35574;105.22569;158.89003;26.33144;73.69749;115.56121;45.66675;167.85966;52.63324;160.66918;66.36243;30.06125;192.9295;67.11177;19.94975;73.69749;72.49731;79.13088;3.49501;43.4986;6.24513;35.86274
 Kimyevi Maddeler ve Mamulleri  ;RIZE;913.55593;1300.24655;1920.71139;1811.18742;1255.57622;1795.07341;1246.53234;1146.51572;1105.5677;1050.43358;686.25363;266.482;361.85602;640.49864;787.20399;846.13761;793.88987;657.56534;707.58115;1003.3978;801.9612;583.7926;260.9416;467.43462;698.98382;592.43001;621.40663;620.13395;854.18438;763.08886;710.66481;529.22287;339.5196;455.774;880.00769;525.33721;687.86755;791.42589;922.02975;743.24265;655.70716;710.66481;690.00392;948.52582;324.76791;507.00561;819.37883;754.64007
 Kuru Meyve ve Mamulleri  ;RIZE;8.698;24.31675;24.78208;32.73783;15.35615;1.93328;6.71128;5.3401;30.21506;37.63744;19.49446;15.4794;78.29795;58.81508;40.01;9.36153;0;19.14969;25.96432;0;19.09626;40.7619;15.57383;32.49539;50.48918;24.0528;0;0.795;32.4441;34.6384;4.30595;64.0787;0;12.69697;14.90741;0;38.62158;15.83008;53.53982;20.23241;39.67646;4.30595;45.46547;50.9929;0.86687;1.50603;11.65055;0.73112
 Madencilik Ürünleri;RIZE;12.68375;17.643;11734.01539;19.12065;10285.66535;14.69365;4781.20388;9166.33922;32.07043;23728.74483;18084.9527;5103.47206;9088.4604;6094.26685;6016.61393;12315.1036;129.27825;9243.92388;5369.54205;122.06776;14667.37314;18121.09985;65.4572;1956.2756;9083.44337;11514.2919;10674.27577;6437.04417;10655.84637;5954.26419;13.90352;15628.71552;7188.12289;23.81544;2339.62667;23471.17169;26.66505;50.40797;26.76946;7488.30443;23845.41773;13.90352;3811.92955;20860.87669;8133.56756;17927.39646;5473.03309;12742.19815
 Makine ve Aksamları;RIZE;7.62999;77.67511;170.78898;59.49455;15.42192;61.0336;28.69961;55.14812;145.60949;474.67085;236.18455;506.89272;133.62914;49.20425;211.88906;100.22658;192.32155;16.96125;6.51306;193.29411;73.01627;153.19021;219.28395;14.1965;76.65531;87.08228;98.54906;52.75914;177.05831;22.54032;89.72185;77.36732;5.20899;30.1644;142.8734;49.27203;680.60578;124.00704;101.92477;21.36146;171.10227;89.72185;44.76868;51.40071;122.64206;37.11646;59.30725;133.86533
 Meyve Sebze Mamulleri ;RIZE;30.501;63.87549;72.75535;109.56093;67.47061;143.87168;148.55882;89.79325;240.19951;189.1391;200.90618;140.48257;140.70982;114.69265;232.18675;309.18854;134.30234;119.19586;137.29485;118.89231;112.34132;118.76997;167.85619;142.92037;151.73832;114.44715;142.86649;190.86972;149.08911;158.82318;146.51051;23.12186;117.46284;178.31474;312.3949;203.78572;208.8417;277.59429;175.94352;140.72029;120.79368;146.51051;193.99838;225.69111;69.42891;112.20689;181.02571;206.27891
 Otomotiv Endüstrisi;RIZE;43.47418;2.99876;9.07535;15.888;42.78376;33.90984;32.40166;50.24673;97.23879;71.13243;62.29831;19.44782;17.30244;57.46357;23.4929;63.16782;0.17426;45.45455;14.65895;58.83352;55.62946;44.0539;24.85148;21.03139;27.86626;197.54805;68.52872;30.36562;31.55458;28.88117;25.89341;104.04985;34.66156;25.67023;40.81167;19.62778;60.69084;50.47285;38.53071;45.058;17.67442;25.89341;31.44227;41.74032;19.1436;13.35223;66.16364;84.1304
 Su Ürünleri ve Hayvansal Mamuller;RIZE;135.03512;46.92827;276.97452;188.12265;521.33419;491.45296;823.09777;1144.10908;1720.12719;1716.12149;1857.0627;930.51746;1132.98486;1746.20212;1352.39112;3056.02824;3180.24656;2552.13926;2455.91632;771.50859;1113.12984;2121.86485;3327.76372;2344.50931;2332.72825;1224.06446;1358.45474;1984.10234;6938.88396;2644.30624;3704.14233;4316.16302;4809.66445;3364.47384;4583.96819;3487.08584;7084.91662;6860.66853;3558.1251;7119.40004;5255.66753;3704.14233;4117.19581;2861.89179;1782.60194;1173.6214;1219.89637;6227.75502
 Tekstil ve Hammaddeleri;RIZE;183.98148;88.60042;135.56731;142.48173;160.30444;82.15545;165.06568;78.50564;121.86039;134.83395;190.59989;77.04124;93.6818;24.9387;59.94271;81.62937;33.34548;144.60496;31.23394;84.32474;80.87439;153.07434;95.12698;118.59301;79.80431;55.43163;86.19929;225.40761;146.78961;100.43199;103.67023;189.01937;187.44664;103.57618;221.66768;216.86396;275.842;247.25326;175.71121;260.54343;159.66767;103.67023;235.54095;204.38211;190.857;100.79113;203.2893;139.42209
 Yaş Meyve ve Sebze  ;RIZE;421.08697;915.26717;1341.28258;1175.31049;1368.33567;453.70441;433.89349;258.06514;1796.59069;1248.98405;1511.30597;472.36208;820.47625;569.19843;672.83803;751.64841;1233.41012;1301.96895;2405.36919;614.88494;1011.82545;2024.54051;2015.82497;1033.15239;931.23679;1192.16963;1187.53165;993.79066;632.48371;477.44033;600.36138;1366.92427;1098.99091;949.59032;1316.26447;917.75862;1110.869;1304.98296;241.55486;126.48284;473.70601;600.36138;1197.51335;1249.90418;498.35362;531.75001;1114.68268;2592.27852
 Zeytin ve Zeytinyağı ;RIZE;61.56216;2.20264;15.18515;0;0;2.6112;3.37522;1.50378;0.3086;2.35;66.82208;19.42166;1.245;121.90842;58.40543;1.58943;4.51474;3.42239;0;2.80805;104.17441;2.7;0;0;2.14828;57.63922;6.20917;20.60353;4.66653;30.28737;64.72847;76.45995;98.18302;77.43272;137.86467;278.70151;27.59945;21.52915;15.49232;12.35853;13.55057;64.72847;13.76221;6.36129;17.82906;20.53563;13.1263;48.8729
 Çelik;SAKARYA;1870.49965;1895.25757;2697.64371;2282.98766;2298.4586;1796.46479;1665.10069;1811.80119;1500.21943;2468.42856;3405.58287;2865.80053;2423.41322;2707.85533;2776.3563;2979.04208;2914.31146;4973.53396;4274.56527;3617.46282;3747.13278;3649.12799;2215.81225;3099.17808;1673.5488;2399.07147;3269.4857;2377.55493;3063.01255;3813.27211;6102.42073;4532.5995;3632.82988;4195.6459;4430.55961;4627.82014;4964.10599;9116.40535;5216.20845;4681.63983;5345.39323;6132.98019;5479.53348;5474.2818;3977.33208;5011.77327;6476.61656;6165.51111
 Çimento Cam Seramik ve Toprak Ürünleri;SAKARYA;1940.26027;1908.64192;2396.9155;3034.86324;3576.65068;3296.01633;3232.57989;2987.07899;3154.46171;2898.09948;2567.0718;2367.933;1825.91054;2410.38411;2554.34547;2813.59289;3361.6469;3007.84912;2561.68462;3351.39359;2595.06188;3210.59795;3172.43747;3096.15708;3045.47519;3429.58518;3972.77444;3482.84999;4651.56891;4881.32737;3732.74912;4247.1754;3950.79428;4668.85279;4324.46853;4597.14351;4253.42092;8934.72245;6056.25218;5796.12335;3639.56085;3732.74912;4456.19636;5510.66493;6079.63691;4590.2511;4502.46797;3011.6468
 Demir ve Demir Dışı Metaller ;SAKARYA;6973.96673;7807.37614;7701.33951;7876.55785;6939.44887;4846.75872;5297.19572;5972.58347;4691.68066;5571.01434;5871.61765;5581.92095;5928.99088;5122.06195;4992.2725;7428.92871;7326.19859;5405.18329;7208.81209;8096.38373;7253.48645;5850.80592;6658.52288;7311.01503;6626.8269;3372.33837;6286.24595;5392.91812;6699.52388;9257.24601;11434.03954;7278.76458;8043.39985;10618.27571;8973.43175;9308.86928;12113.21041;13308.65065;11413.1143;9179.67255;11052.60701;11434.03954;10256.02257;6220.79173;7415.13603;8660.25077;11525.4711;10726.85036
 Deri ve Deri Mamulleri ;SAKARYA;32.6082;205.93101;210.35207;1.72108;48.20351;8.68707;4.87502;11.94578;46.81236;112.95611;39.39996;29.19908;41.256;51.03063;35.35616;70.71447;9.95213;0.12;1.88063;22.01982;6.44;18.54901;51.30774;37.75875;70.87085;53.06665;33.87635;2.18534;5.99571;8.2998;36.20976;48.22381;42.54547;10.96539;33.46266;24.18589;29.4237;19.84212;22.9684;1.5898;28.04747;36.20976;4.46729;19.28642;25.30592;11.4706;66.50717;37.86451
 Diğer Sanayi Ürünleri;SAKARYA;0;0.64785;0;0.46302;0.23641;26.88843;6.09807;2.28975;0;0;0.02;0.16266;2.81797;1.47764;11.25;0.79818;0.01589;7.38406;7.22766;9.86742;0.00493;0.36464;0.58776;5.16996;4.9143;0.0003;32.55395;6.26629;5.22123;0.00709;6.06696;53.78715;18.78021;3.1425;13.41064;20.86658;56.49497;7.2283;0.48438;0;1.71212;6.06696;0.47747;0.08969;11.03146;13.82728;21.05806;8.6384
 Fındık ve Mamulleri ;SAKARYA;5985.78696;1312.68194;1074.8835;2207.80219;403.01153;0;128.16128;0;46.60856;271.51702;289.25405;465.70191;490.35437;307.29578;7.38506;1.41332;6.16726;147.7458;841.50951;4495.82706;3598.27919;782.66673;149.13211;288.72662;763.05818;290.05746;281.25774;1.63356;1289.4521;3046.55873;1364.7007;1233.24905;1009.68276;565.19143;137.24084;1883.09925;115.80839;318.27353;540.08151;433.97776;2969.52888;1364.7007;1672.00595;814.46671;1755.19879;1724.7723;538.49205;686.05757
 Halı ;SAKARYA;78.14287;73.75355;24.91357;41.28646;57.12746;55.56105;71.01194;24.20012;44.34116;73.89524;51.59345;27.31675;25.93952;43.05289;60.31017;61.00415;39.70242;85.39573;82.75311;137.60443;150.71179;224.2879;101.13208;43.23116;34.62332;31.80307;366.91723;128.18594;125.14316;66.82234;150.31593;142.44143;125.28009;38.62401;24.3622;146.07079;80.35864;201.31683;72.20875;67.98772;106.81729;150.31593;120.12118;131.48817;90.34831;114.06021;191.71074;143.40894
 Hazırgiyim ve Konfeksiyon ;SAKARYA;1417.68402;1596.42899;1569.56301;1030.49772;1490.26081;1222.51869;1030.13993;1468.88419;1296.58691;1613.88126;1708.17877;1646.29299;1310.02966;1616.69526;1419.07632;1496.5448;1185.85887;1188.24146;895.44721;1107.38417;1494.48953;991.68573;1078.62783;967.51359;732.40063;133.65957;1083.63616;847.86444;1135.82261;1115.38143;2865.57653;1521.79841;1413.18214;1270.52774;1230.08928;1320.5175;1516.42504;3609.74871;1010.41115;2125.85381;1071.79601;2865.57653;3037.52599;3037.38567;2928.64189;2667.68685;2995.4305;1425.07696
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;SAKARYA;771.35272;483.93159;951.26706;830.89654;769.84368;853.64943;1132.63387;682.18276;1208.53;1532.48784;1088.13205;1647.6716;1565.92127;1709.48697;1484.55876;1826.02097;1684.62568;1215.12798;2016.19814;2510.31353;2395.48715;2614.78767;2190.72625;1968.90366;1701.29696;1684.25195;1842.35883;1720.83184;2194.22204;2044.01482;2957.05947;2204.84643;2171.58115;2024.50012;2568.36871;2035.12846;5627.76188;2602.0433;1512.44475;2294.65978;2076.29754;2957.05947;3420.33273;3558.82723;3170.29123;2980.97581;3439.59595;3353.89797
 İklimlendirme Sanayii;SAKARYA;3105.53545;4322.66457;4028.43369;2604.24232;3310.24987;5241.84928;3272.09691;3505.65408;3535.95006;3530.44674;3685.7419;3567.57528;4905.71991;4612.64896;5568.80934;4147.84378;4625.94414;4108.90002;3528.12086;3814.86211;3188.6831;4715.80606;3878.14889;5265.12445;3814.97125;2172.31923;10015.84437;4205.84994;5511.6779;6339.95166;6576.75361;5226.64935;4053.43784;3923.0122;5389.32037;5987.06666;5431.38474;5171.77519;5372.74328;5393.07511;6318.81009;6576.7268;9326.96452;6198.34213;6745.92365;7082.17196;5418.83033;7214.34198
 Kimyevi Maddeler ve Mamulleri  ;SAKARYA;3834.74689;3765.01328;4214.83141;3116.38303;3412.79996;3442.00979;3996.1632;2781.89019;3339.74593;4576.19669;5020.567;4727.30398;4730.88542;5416.74018;3470.55353;4700.98091;4679.7731;2490.07624;3807.03144;4357.57894;4255.10947;3554.10926;4338.28986;4601.50395;3833.87919;1992.06973;6652.62039;4203.10859;4903.275;6090.66579;6428.40639;5468.27803;5290.16821;4488.05873;6328.78207;6776.64787;6789.76441;7212.99676;4967.91196;6358.33108;6175.87348;6428.40639;8468.79827;7350.30624;6643.66207;8239.7831;6683.49512;9559.07801
 Kuru Meyve ve Mamulleri  ;SAKARYA;62.42381;139.32539;130.85022;255.7758;127.36047;41.2312;57.02498;0;873.54284;249.62905;925.75939;619.25021;234.52663;581.88899;603.84204;229.23206;109.21918;226.21997;40.67413;930.25511;83.36814;284.00934;90.77041;87.04885;368.7841;145.48959;161.94764;256.77233;1335.61264;1880.39973;1203.97571;779.71431;686.21141;567.46659;1465.75132;1475.98694;982.85692;956.16657;998.93543;554.62014;1870.40824;1203.97571;2314.08083;2321.61033;2449.09612;1993.48353;979.68399;454.87545
 Madencilik Ürünleri;SAKARYA;232.13643;38.17055;66.34406;180.24494;476.10444;208.29786;172.18046;233.78341;158.27828;296.37956;71.82014;36.02405;26.22189;82.70846;125.38952;305.26724;393.23745;29.40121;237.09134;101.78218;224.58482;112.35065;88.02643;84.59102;368.58931;366.61716;247.33685;84.07325;127.45815;46.96017;95.21399;121.22083;147.90548;161.58377;200.21839;360.42391;522.39989;134.72546;258.50474;285.56943;245.10047;95.21399;335.91927;156.74704;164.37254;96.86892;107.28197;401.30364
 Makine ve Aksamları;SAKARYA;3410.93237;4018.29265;4150.34086;3345.80948;4402.71608;3490.9786;4272.09302;3560.31647;3774.09495;2521.11444;2929.59964;2473.29798;4253.42815;4325.73202;6392.27928;4275.48922;9113.10925;2672.46474;5015.49695;5815.3138;2865.84696;3853.879;4108.6905;4655.87465;3590.30364;2224.58737;5408.79971;2588.80634;6503.19038;5381.46573;3284.70962;5425.63593;3915.58068;3806.48789;10081.15339;4426.72758;4809.81868;5953.29827;3585.68876;4345.91475;5107.06784;3275.07152;4736.09946;4153.80944;3327.06881;5737.0616;5918.06396;10516.18466
