sector;province;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2019-01;2019-02;2019-03;2019-04;2019-05;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-06;2022-06;2021-08;2022-07;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2023-05
 Çelik;ADANA;6058.25196;5932.84351;6295.61001;6879.06405;11717.46177;10947.05708;6017.28641;6177.59164;6270.39682;6361.32545;6935.33624;5963.44064;4280.33836;5596.49956;6499.73939;6943.28138;7198.18738;5493.06997;8083.44057;9162.88059;6529.50179;7061.22883;6496.21179;6126.22259;7717.74712;4237.79899;5915.72762;5118.76761;8234.29728;6876.35723;10010.00981;6438.88072;7288.58119;7100.21016;8100.72672;7127.60786;10390.73546;18578.40086;10888.68862;8961.7935;10446.05891;9961.72381;10873.231;12759.52177;9962.95768;13559.21759;15203.18476;12726.69741
 Çimento Cam Seramik ve Toprak Ürünleri;ADANA;3055.82836;2937.19065;3894.04191;4880.41941;5499.98057;4772.27028;4819.34995;3606.19238;3288.30263;1654.5688;2455.36349;4507.34196;3108.97188;5377.28474;5035.54034;4743.38618;4282.60653;2382.53714;3313.1678;4519.06511;6926.09067;3883.38434;4402.84985;3184.18636;4659.45804;2567.72375;837.88975;803.91003;861.04765;1318.60689;811.9626;1630.25138;1243.12454;1203.57939;842.79287;966.71457;797.59952;1567.50541;612.77066;918.5055;814.97966;811.9626;895.92382;590.63394;712.77386;774.0528;969.8542;1250.35905
 Demir ve Demir Dışı Metaller ;ADANA;2160.4257;2760.38409;3288.96088;3218.45918;3500.6285;2992.22885;2766.2033;2151.09456;3427.17461;3175.82772;4069.31573;3780.07885;3620.76437;3662.13938;4503.52616;5975.9837;5531.77192;4069.01725;4638.08111;5744.46662;5644.55313;5323.57657;5481.35417;5541.38472;4568.77523;3849.88685;5576.81551;5184.67939;5024.51183;5662.3666;8923.82303;6449.34235;5620.34048;5340.36844;7013.28078;6543.16431;6850.40542;9846.49276;7631.50654;7599.89617;6847.88832;8906.38145;8037.03159;8805.56577;7597.98622;9617.40426;12867.18057;8351.49596
 Deri ve Deri Mamulleri ;ADANA;1344.79574;1123.38896;992.35228;606.86114;1260.25086;871.61533;918.55704;764.34244;597.64238;397.92428;306.79483;1256.69401;932.73121;778.35597;414.13337;1495.48991;1276.27096;1198.49297;1287.86622;451.01797;309.88017;816.59328;1394.676;818.20469;680.00213;249.5392;829.29164;821.03441;835.86928;398.13822;513.03724;1262.51665;918.72321;1464.82989;1075.66833;793.44573;1405.78633;953.33394;1142.19307;1182.75785;690.02278;492.78954;511.52909;1397.6392;884.71164;1522.14273;1343.09869;630.06171
 Diğer Sanayi Ürünleri;ADANA;37.68764;27.86688;550.05012;398.27929;323.80947;24.69035;64.7112;9.58875;5.47097;10.57901;29.53721;5.29198;163.69898;28.58429;109.02444;76.82514;54.84953;20.43514;4.73289;61.50855;29.15322;49.58419;41.39003;93.0905;61.77906;105.72677;53.52069;27.5082;130.10176;170.29075;74.87119;157.86464;23.90636;7.29509;120.07217;94.09943;125.37611;35.52915;66.08864;58.59217;18.24991;74.87119;202.12912;60.22583;8.49726;11.07684;133.92913;142.78382
 Fındık ve Mamulleri ;ADANA;69.50276;66.80548;100.85737;124.25774;126.26205;79.82451;109.65209;39.29915;175.54071;68.52698;81.36037;116.45371;89.68247;61.19684;41.21937;174.45144;84.98166;55.63026;217.52571;64.75972;107.57855;149.64517;75.78442;109.09383;47.87741;90.64687;51.32292;35.28821;92.68395;121.59472;319.50841;60.04469;111.74327;73.77308;61.48883;194.9216;307.78021;82.95274;163.59313;2.48676;461.14382;319.50841;106.33576;162.6843;89.96092;92.5216;173.03928;130.97367
 Halı ;ADANA;379.64197;257.17906;692.16582;387.83216;431.85682;279.32777;346.1557;213.68235;386.03556;412.59055;98.76355;136.56394;22.53524;454.74036;269.83312;473.69787;346.05933;105.79498;377.96696;499.8261;627.78134;152.15002;196.01675;133.75503;129.47101;93.80278;246.14715;73.33478;423.54158;254.5952;166.64145;128.89991;27.89045;136.12933;174.58089;190.25291;194.97395;259.18724;117.62166;153.18994;188.31371;166.64145;291.37414;313.92509;257.19857;308.42047;66.18683;172.64011
 Hazırgiyim ve Konfeksiyon ;ADANA;8810.56864;10162.87446;14133.16286;11584.6077;13625.63486;11853.11276;13887.41018;11188.59633;16058.06704;16097.73225;11707.78586;12645.028;11226.71183;13201.44968;13267.70869;16385.13493;14972.60036;13155.59267;11939.13313;11753.095;10449.42949;10811.27996;10975.31266;11766.5543;9669.20992;6624.1933;41508.19971;23860.07292;19697.45497;13498.17655;15066.5728;9847.39429;9664.21683;8732.44344;12851.10525;13468.86449;11545.29917;14262.66466;13868.81881;11529.85358;15223.64449;15114.54133;9677.2926;9938.75637;6798.91006;8495.07714;13751.37186;11804.82837
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;ADANA;22651.65423;19582.74782;18083.43449;16467.63042;19811.89995;14589.48488;18191.90233;16847.17321;16079.62404;24095.30483;29406.06526;20707.50809;19092.87927;18907.53769;20940.16406;19803.68656;22334.49298;20612.63112;17804.80736;35168.38553;20647.50187;21281.2955;22610.38679;19197.05847;23334.01255;20399.90213;14926.07856;20335.37777;17327.28759;25385.44102;34673.21792;27294.36637;27308.91949;22901.97653;24496.27269;22344.17937;23770.10039;27581.39692;26102.77498;30709.4844;22351.302;34673.21792;43436.85867;32587.55148;26094.28155;25470.78708;31700.2375;27477.54254
 İklimlendirme Sanayii;ADANA;2359.11809;4497.03654;3793.93492;3633.66243;3199.75354;2643.24378;3685.73212;3123.27014;4053.2777;4467.26123;4006.15377;3660.58188;4458.54997;4052.65374;3886.54819;4937.87021;3932.49478;3679.82127;4639.69344;6446.58408;5838.17735;5824.70797;4714.94648;4405.9317;4221.75951;4140.35342;3954.24523;3079.29088;4491.34448;4403.43017;5275.50216;4315.92454;3485.22078;4459.3839;5934.49637;7266.989;5965.28761;5842.71242;6169.02528;3337.94152;5445.56795;5275.50216;5825.36181;5173.92436;3717.91115;4390.68773;5154.43687;5965.39066
 Kimyevi Maddeler ve Mamulleri  ;ADANA;24406.60993;23231.17323;30377.45667;28693.59992;28709.75114;25998.77757;27096.05298;26924.77279;29312.0199;31515.9921;29428.29525;26229.8757;28534.8362;28193.79954;28139.94576;30920.15464;25944.16503;21788.80672;25853.22997;27477.12535;21853.06249;27393.0249;24070.52931;22897.63316;28186.10919;24708.89476;22540.4359;23422.81553;24901.83897;23517.50425;40657.79111;32394.25297;25487.15023;33849.09612;42595.19957;39342.58211;41315.93316;71807.9999;47167.99548;68375.01822;47787.32888;40633.48536;48145.51304;51852.10196;46386.79827;49650.56678;65540.72244;49198.33155
 Kuru Meyve ve Mamulleri  ;ADANA;464.09803;379.72217;211.22566;287.16826;418.45691;266.20905;203.45789;175.06572;353.59033;363.1403;292.31336;339.30268;429.29475;173.11015;401.51961;274.52771;127.55264;88.15177;328.08443;302.23662;306.58076;411.36884;134.16578;446.71004;170.77262;138.86387;167.82535;54.34267;318.49454;199.82911;328.7642;199.369;302.77934;287.19444;274.00802;146.76225;193.67312;343.63697;109.24306;117.34932;536.86141;328.7642;445.71465;298.24049;274.22032;404.15263;416.20659;351.46766
 Madencilik Ürünleri;ADANA;3934.60352;2983.62213;8083.3404;748.88745;8234.94891;1566.33586;7922.74023;3038.0894;1148.76289;1604.36419;1745.62387;1212.05459;508.18186;5957.78608;909.05698;2461.70266;895.71788;772.90223;1724.70325;1850.9385;2862.25557;1128.7297;1048.10792;953.96445;1197.04724;1562.71249;410.47904;214.79346;363.0101;557.57468;936.36166;426.6559;456.84698;294.77554;275.32027;433.19071;256.55022;2534.15521;276.03486;3447.33257;652.00396;936.36166;1202.12865;848.55296;2058.3314;1550.82147;355.21931;1357.50497
 Makine ve Aksamları;ADANA;9448.40014;4811.95405;8797.1692;8600.1299;13128.06619;4781.48695;5264.30759;5290.57388;5038.74368;7679.30155;7667.40362;7188.63763;7260.74512;6694.08399;7491.89366;8883.10191;7067.5678;4910.91417;4303.12668;5965.38453;6049.24448;5852.28635;6678.94993;9270.94999;7978.64888;5289.45858;6157.32323;5242.69341;5251.85207;5003.64557;7062.83932;7431.57446;10523.07947;9391.24625;11706.30574;13430.64546;8327.61613;9018.06011;5871.02461;8841.40229;8645.06906;7062.83932;8063.23013;12269.64799;8735.53058;10769.10183;11164.19385;10356.20105
 Meyve Sebze Mamulleri ;ADANA;1203.57925;1281.48324;1694.93022;1509.42412;1746.63834;1752.18324;1890.586;722.00972;1284.21341;1359.62854;971.89046;1232.53447;1392.71729;1892.52076;2318.8038;1337.10091;1446.28268;986.33393;1235.02561;1763.84237;1676.27817;1309.94007;1694.44604;1814.98976;2104.07672;1478.89677;1802.79962;1744.80953;1844.41442;1310.90916;2167.28024;1767.46228;1614.63001;2476.90632;3085.65203;2429.4493;3334.9189;1783.77474;3954.0878;2337.36636;3211.4992;2167.28024;2456.26912;2088.12599;1931.09676;2383.85653;4112.57553;3436.95733
 Mücevher;ADANA;1.13788;56.7286;19.21635;0.39031;20.41207;0.47484;0;0;0.13832;0.26232;21.61091;7.37896;0.60669;0.64233;0;12.99356;41.48335;1.64126;61.97778;0.39497;0;10.37451;2.25874;0.74262;0;5.68596;0;0.03193;0.16076;0;156.64317;12.79366;0;0.43202;2.62778;4.39349;2.75139;0.91171;0.35295;43.96159;123.2548;156.64317;183.45669;44.61771;3.23795;124.2138;3.61196;207.07965
 Otomotiv Endüstrisi;ADANA;4124.73031;5124.17578;7471.20658;8993.35112;10426.0724;8137.75227;12109.67149;32801.90499;7424.4279;26804.43565;16393.29032;8492.90021;9661.63871;6973.80873;8707.07112;14130.30668;20486.7118;17174.13051;7945.37518;13391.17797;14622.01112;4709.14346;3321.23223;5001.20143;4174.92801;1982.5453;3398.0763;5104.86296;8346.916;8223.36368;10196.92924;9286.32332;5142.41458;6661.11084;6151.87739;8026.55775;8176.77307;20064.89169;10932.65624;8843.28271;7856.20503;10196.92924;15370.29052;16103.28057;4877.76443;7834.73361;8594.61591;21100.64704
 Su Ürünleri ve Hayvansal Mamuller;ADANA;8854.15025;6857.78725;11773.21635;11488.70627;10288.19209;10256.55782;12240.05804;10990.19368;14710.09798;14017.47105;12752.30755;12369.55729;9682.35791;10429.35267;9932.68275;11727.67814;9819.3536;8216.02809;11556.75368;9685.75065;10192.27591;7225.97599;10616.1691;11836.52312;10666.5428;7348.7189;9554.58333;8280.90098;10134.77223;8318.65407;17546.14047;10104.20578;9403.4517;8206.04425;9333.94547;14041.80874;13783.42222;13863.61072;15571.25341;13672.1331;13620.4854;17546.14047;20521.23247;13309.27462;12959.29861;17837.7932;20302.72553;13147.01692
 Tekstil ve Hammaddeleri;ADANA;24453.33437;24621.52265;30809.74945;31244.22709;29999.18283;26205.06874;28779.47473;29403.50416;30159.67683;33862.58384;29961.82913;24098.17713;21681.7758;29911.04515;30964.72428;31315.9963;26582.02588;18404.057;28023.56107;29805.62172;28009.71046;25355.97982;27197.98806;24828.3098;24143.70951;15323.02322;23750.88186;23475.01272;26670.49586;33531.79146;47828.0024;31228.82855;30480.85938;27290.76616;38743.48522;35074.73388;44945.18725;59674.66836;39484.53326;46362.04218;49022.97718;47623.97052;49235.28092;58764.07791;44167.89733;49910.18833;64962.40169;45995.39336
 Tütün ;ADANA;0;0;0;0;103.81479;38.23523;0;0;0;0;0;0;0;0;15;30;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93.534;91.63;0;86.93885;0;0.57261;55.125;0;0;0;23.0376;0;0;9.12056;0
 Yaş Meyve ve Sebze  ;ADANA;17429.22708;13003.40898;11099.11269;5309.92378;6661.27757;4453.68866;2490.34013;3620.17942;7109.84234;13641.04894;23259.12655;15094.35218;9310.18734;6934.10848;3972.12289;4674.84815;2514.46171;3294.54198;5873.07921;14065.19087;21645.96939;20091.69516;16287.20245;10512.73767;7260.1819;3636.35897;3117.50363;2349.17067;5452.64826;13893.11458;15364.32955;21534.72058;14677.89004;11895.91656;7264.63095;3501.69383;10931.3985;11806.03677;3303.53197;5390.9578;5557.13591;15268.28127;20874.76151;23817.60355;18997.17458;15048.42173;10670.73823;8558.30511
 Zeytin ve Zeytinyağı ;ADANA;55.10451;28.64895;76.45567;83.8649;93.63688;16.18394;60.87607;44.71913;73.91406;38.14066;28.44252;104.60881;52.748;51.8135;66.20977;18.4082;1.17489;10.03074;18.01084;21.54409;22.84954;36.19962;73.67295;34.90856;5.94006;10.18254;17.83776;0;56.18206;62.90601;36.14139;44.66728;303.12613;83.07919;27.3108;46.03557;52.89817;40.35875;50.74313;22.74525;8.8913;36.14139;5.73165;44.94832;33.94626;93.29967;68.95069;80.18728
 Çelik;ADIYAMAN;3.29018;4.82682;15.95792;0;0;6.03792;2.75;4.17717;30.33876;9.44427;1.4076;248.31316;2.29679;14.4285;53.76845;213.77192;0;0;382.81287;0;95.493;0;7.43028;0;0;573.6783;0;0;3.55952;0;0;3.42253;0;0;24.67933;0;0;10.34126;0;60.056;21.49032;0;2.26376;0;1.55284;0;1.74294;0
 Çimento Cam Seramik ve Toprak Ürünleri;ADIYAMAN;52.69921;9.21477;5.73386;0;0.02196;0;0;10.34304;29.34564;60.69537;5.90631;5.20791;52.03401;11.39035;47.50722;70.7842;14.68066;16.37669;134.84121;57.89642;3.35718;94.91723;15.66267;38.73429;1.39272;27.09528;39.90083;16.60367;13.83607;13.73911;10.45709;65.99206;22.85414;15.39528;44.91848;29.05511;27.15513;217.49749;8.6454;46.66124;19.10668;10.45709;26.12071;31.22451;52.11422;127.92211;169.66745;0.45248
 Demir ve Demir Dışı Metaller ;ADIYAMAN;15.17583;23.5779;22.3781;17.08916;9.08491;10.39997;6.61306;29.14825;19.44112;95.84929;5.28335;6.31734;10.91324;73.63407;124.26592;54.73326;40.88983;38.22;52.82075;126.24047;94.7424;56.44986;33.10958;93.18787;0.45886;40.5;38.22167;11.73683;75.17863;18.74465;43.75763;31.39295;32.23634;33.12002;63.88408;18.23752;11.88001;25.41591;45.03975;339.93985;30.04776;45.69348;190.34436;213.32553;276.80431;212.01398;101.69179;43.77779
 Deri ve Deri Mamulleri ;ADIYAMAN;152.97413;170.17784;125.33437;1.1694;0;0;0;0;0;7.58231;1.77743;5.81376;1.22578;4.72446;2.62413;0.00302;0;0;9.88265;0.79755;3.57494;1.18376;1.62715;0.81946;7.06334;0;0;0;0;0;2.31082;0;0;0;1.61143;0;0;0;0;0;7.3929;2.31082;0.23853;1.36494;0;0.07411;0.88567;0.02225
 Halı ;ADIYAMAN;0;0;49.80311;0;113.56878;0;0;0;68.2317;14.07715;2.12183;0;1.8238;1.49929;0;0;0;0;0;0;7.45865;0;0;0;0;0;0;0;0;25.46338;2.57594;0.07059;0.36276;0.29775;0;0.24064;0.07764;0;0;0;0.23077;2.57594;1.75696;0.03563;0.39574;0.31028;0.52851;0.59052
 Hazırgiyim ve Konfeksiyon ;ADIYAMAN;5817.34629;4155.54202;4924.63035;999.96091;948.95098;1123.41589;1718.67437;1093.93881;1416.27646;586.10529;1376.74577;1655.61816;1588.79857;1174.23738;1399.55007;2483.37419;3853.49756;2212.41618;3144.23983;1991.33154;4319.20568;1995.51661;3613.82103;5473.78191;3961.81668;2666.19144;7149.75466;7843.25063;8367.58066;8512.21324;3335.95106;7483.83425;10212.60222;8068.86555;9278.08412;7732.80967;5436.00871;2009.7392;5732.14283;3507.53332;5496.12709;3335.95106;2665.50514;2224.52049;911.88292;1568.52895;1868.77332;2967.46939
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;ADIYAMAN;2681.71923;2264.40077;674.87848;2598.55306;4226.91497;350.12744;435.27136;4419.12993;550.4406;540.139;855.19058;761.9813;1646.90622;770.5348;774.71141;569.2871;609.18158;599.00277;619.49014;662.17872;2457.34099;687.09073;621.36289;449.56092;2920.6584;1371.32137;769.83342;849.08974;859.94771;2535.34223;418.76322;1022.06005;3165.94042;564.33781;553.52785;682.18324;628.00838;160.97852;475.00944;494.5706;559.67868;418.76322;1017.24716;2401.96352;899.1619;813.92237;170.61568;702.96445
 İklimlendirme Sanayii;ADIYAMAN;27.84348;6.31296;0.65418;0;0;0.74069;0;0;3.81995;7.51658;0.56144;0.94079;0;4.86712;31.22618;39.58258;0;4.497;12.744;2.82962;156.63382;29.455;0;6.61622;0;12.6956;13.60117;2.7798;1.82883;1.76445;8.15883;21.2922;0;0.02856;2.249;0.94;84.517;179.09882;1.03152;7.32;6.0961;8.15883;1.729;150.694;9.48216;138.17602;20.66433;0
 Kimyevi Maddeler ve Mamulleri  ;ADIYAMAN;65.86317;1444.53539;684.0286;198.8205;53.53112;1028.20367;153.93046;912.89106;2010.02432;139.14372;3132.35748;1834.51519;892.94394;947.24127;2541.31345;2131.8709;114.70018;1381.68515;1684.41014;113.47083;1017.09912;662.16536;1602.13446;420.01521;186.61337;19.52562;1633.91354;2056.94982;219.83481;156.52455;552.91165;237.17525;3127.6793;2173.89628;1428.65277;1294.67808;2957.19916;877.15713;478.84374;985.31335;1066.27601;552.91165;1584.05223;421.01164;1951.41311;1138.0259;2199.61858;519.46088
 Kuru Meyve ve Mamulleri  ;ADIYAMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10269;0;0;0;0;0;0;0;0;0;0;0;0;0;78.79436;0;0;125.41643;0;0;83.67477;0;0;0;0;78.79436;0;0;0;0;35.7696;0
 Madencilik Ürünleri;ADIYAMAN;231.77228;6.11038;132.75959;0;319.09119;0;107.78144;0;0;103.8076;48.89866;186.84668;403.8721;120.14845;12.12866;32.74306;9.55446;2.33561;2.32884;56.55239;0;0;0;0;26.58905;0;2.01121;20.79661;0;0.3426;8.81616;37.06904;2.00682;6.72359;2.05556;53.25611;3.74718;0.77719;16.93552;81.87801;34.5213;8.81616;15.41529;129.31155;0;19.62327;2.06069;29.97771
 Makine ve Aksamları;ADIYAMAN;20.12558;73.5577;97.07499;39.05714;111.24508;3.72404;0;54.21394;116.28941;64.74634;135.59085;110.05099;86.08935;237.60423;31.73321;95.16698;422.62109;114.48241;55.10839;77.05471;110.89933;2.4621;186.15114;65.86569;0;40.28014;195.78912;44.61691;37.19014;1.07263;6.50025;339.76306;0;16.27684;23.24738;111.11347;62.85286;338.06854;0;146.50072;2.51247;6.50025;11.193;2.41;92.26153;158.23;1.54802;57.3408
 Mücevher;ADIYAMAN;3.51578;1.75229;0.91687;0;0;0;0;0;0;1.39227;0.48414;0.16733;0.44685;0.31274;0;0;0;0;3.18185;0.80322;3.69695;2.37488;4.5324;1.06678;0.04906;0;0;0;0;0;0.69937;0;0;0;0;0;0;0;0;0;2.07119;0.69937;1.08637;2.42294;0.10065;0.92279;1.52657;0
 Otomotiv Endüstrisi;ADIYAMAN;3.81524;149.69784;2.53817;1.32921;0;16.96848;34.84583;0;0;53.44862;60.12846;5.19594;0;7.5995;0;53.81011;0;32.22845;0.03145;32.90587;0;2.56367;0;0;0;0;0;2.60355;0;0;0.11166;0;0.06786;0.89;1.80974;0.08169;90.542;343.79029;0;1113.77112;0;0.11166;198.35;6.00834;458.95613;153.46429;193.37036;0
 Tekstil ve Hammaddeleri;ADIYAMAN;622.99606;336.49339;496.95545;384.05832;235.11865;340.32291;780.91115;806.86828;1038.06917;918.88267;575.56291;360.99334;233.87082;258.9228;279.80074;444.90771;309.19033;273.5293;447.00437;454.19518;561.73816;477.59113;83.79119;387.96205;263.18766;16.74785;327.27418;367.07226;429.70181;612.07158;871.48069;524.16194;598.99045;475.66771;857.78886;716.20345;363.39776;521.4877;826.5583;226.68505;993.93814;871.48069;192.9192;264.74269;904.90392;368.94345;256.49649;183.96394
 Yaş Meyve ve Sebze  ;ADIYAMAN;0;0;0;0;0;0;0;0;0;0;0;168.43527;108.82488;0;0;0;0;0;0;0;22.26887;38.49935;16.428;0.1445;0;0;0;0;0;37.56613;0;68.1278;90.65568;95.23389;0;0;0;0;0;0;0;0;18.29294;0;19.6698;0;0;0
 Çelik;AFYON;2.26269;2.73;57.80134;44.71982;13.51371;32.78599;24.62373;58.23316;9.41986;0.61814;0.63673;106.42538;14.94445;240.63685;166.94541;97.60219;201.72372;44.76398;345.33462;33.4148;309.87374;99.62395;85.85476;38.60328;8.54802;27.90635;22.42392;5.6729;15.90504;50.24943;52.73972;15.46351;43.77497;144.26905;22.39517;50.02805;69.75043;13.71817;128.16297;615.78496;38.48396;52.73972;31.22925;90.88212;35.31902;108.49532;51.46442;549.1963
 Çimento Cam Seramik ve Toprak Ürünleri;AFYON;414.69533;416.73397;380.97864;397.77587;455.37301;404.38436;411.89577;331.80427;425.07608;1844.31178;512.21232;273.23669;1770.70055;1758.31006;1740.99283;1631.11114;1817.52835;2304.66817;1641.40551;1541.69894;379.23097;82.96964;2009.22172;2977.49745;1599.7528;2650.41856;1578.12584;3004.93016;1629.00048;369.28402;2009.5864;2004.03144;390.35236;2508.67934;4263.92712;2791.06843;3541.26339;846.88215;1957.46242;2619.8088;743.92859;2009.5864;579.32642;375.82736;641.65515;694.97708;752.35357;729.03619
 Demir ve Demir Dışı Metaller ;AFYON;1179.61693;928.21273;712.87839;849.82165;1185.31028;750.51812;839.24986;1067.59502;699.82015;928.72163;962.70678;1646.55921;830.58716;1403.77539;1032.22064;1163.89554;955.40802;890.9274;1135.96627;1160.32657;1301.95363;1009.80556;1417.69205;1076.47939;1773.80275;1045.19418;1304.16612;973.32564;910.10408;1694.73243;1458.45173;979.33217;1973.51501;1321.82084;1168.00278;1105.25164;1411.46938;1311.64115;609.42241;984.75592;1676.94253;1458.45173;1945.38696;1132.84635;2277.25725;1630.84448;1621.32729;656.71763
 Deri ve Deri Mamulleri ;AFYON;0;0;0;0;0.42036;0;0;0;0;2.17919;4.10283;0.10677;0;11.095;0;0;0;1.18893;0;0;0;0.00998;0.04;1.81631;0;0.01556;1.26717;1.13968;0;0.09176;13.34371;2.55747;4.13103;0.51382;0.19735;0.9487;1.43052;3.91157;0.12241;6.19759;5.5392;13.34371;14.70047;3.73242;2.06114;22.04119;4.7526;19.60436
 Diğer Sanayi Ürünleri;AFYON;0;0;0;0;0;0;0;0;0;0;0;0.36638;0;0;0;0;0;0;0;5.3772;0;0;0.11065;9.54739;0;0.08364;0.15797;0.10993;0.14978;0;0.00563;0;0.319;0.90835;0.4184;0.02303;6.10697;38.29602;8.69349;15.05099;0.1208;0.00563;1.55459;0;0.43231;0;17.9576;8.8664
 Fındık ve Mamulleri ;AFYON;374.14894;0;31.51903;31.64645;0;0;0;0;0;0;1.91424;0;0;205.9046;0;0;0;0;0;0;0;179.991;189.70616;126.33736;255.07744;0;0;0;0;0;7.09596;14.22497;0;0;0.75551;0;1.14369;0;0;0;1.95659;7.09596;0;1.90129;0;358.73226;504.09027;0
 Halı ;AFYON;7.46078;3.949;2.60744;0;4.57159;0;0.98051;5.50629;0;6.81887;6.02488;0.0422;1.5;0;0.44148;0;2.76;2.70842;1.81486;8.43036;0;3.35817;0;0.75881;1.51139;0;1.199;1.02022;0.9084;0.13025;9.96762;0.12763;1.80204;0.2128;0.90706;18;7.39429;2.99175;6.57653;3.32232;10.47759;9.96762;4.69821;0.09274;0.15184;0.63292;0.36023;2.66559
 Hazırgiyim ve Konfeksiyon ;AFYON;38.59586;34.09801;41.8917;1.795;72.68732;6.77025;42.87039;48.76548;12.75656;41.14653;35.98939;46.85635;66.65348;2.275;34.53542;46.05328;3.24;67.94032;25.6798;67.46369;23.84283;19.95834;51.37917;49.80334;35.69289;12.25084;70.40551;24.14542;32.11115;61.55949;160.97596;57.20621;87.85347;5.83716;39.06199;6.57938;138.87711;145.77502;160.37996;32.64218;130.60325;160.97596;95.04513;31.36803;108.55481;13.99962;97.01152;72.11819
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;AFYON;140.4278;170.36013;9879.15945;2431.44746;1915.719;1290.15433;360.51195;246.38855;857.15254;1099.90044;920.96866;520.75775;524.29317;840.2967;918.9067;456.4945;68.0303;47.34503;276.76495;19230.31039;485.23445;1867.80446;280.359;229.0911;304.87682;235.54161;307.49325;294.68556;396.83872;657.84698;782.74451;1195.29757;396.05742;816.647;377.16308;519.34392;863.69091;1318.92885;965.51179;378.88367;2073.95282;782.74451;2766.77787;1373.94043;584.72018;780.23172;1406.76893;730.02384
 İklimlendirme Sanayii;AFYON;0.36763;0.80067;50.31194;28.73042;325.42164;42.24175;29.01807;28.6855;66.43438;55.13936;300.40806;412.01788;35.32873;119.90942;296.16756;382.96669;258.01389;363.34642;482.69214;301.31574;218.91996;172.35227;96.931;115.34058;319.07845;111.99327;289.2202;713.78941;165.35558;109.04396;790.44825;264.63809;244.76924;754.39858;219.70042;459.42983;630.11698;561.79832;730.35373;550.51573;1045.03707;790.44825;331.09042;1032.29653;343.95429;613.4514;486.91482;555.10018
 Kimyevi Maddeler ve Mamulleri  ;AFYON;789.33537;946.30754;422.76212;617.84616;371.90926;432.44147;697.47554;405.27612;724.4475;609.29394;410.99053;501.68408;444.54328;648.43472;1201.20161;1258.90114;866.93508;501.14833;1229.5456;1443.94512;655.96726;559.00885;917.78867;710.73461;688.42699;681.48675;1177.85091;604.04553;1102.63951;949.82236;1052.66865;701.10932;881.62406;794.90659;1006.78103;1212.93547;1450.35185;3773.77539;1174.4876;1279.45589;1332.48061;1052.66865;1237.47714;1228.06259;1108.68876;1283.61171;1299.87953;1568.10189
 Kuru Meyve ve Mamulleri  ;AFYON;56.78042;159.51559;112.28825;166.32772;126.32607;0;30.27994;2.052;49.91779;253.5122;82.78282;198.31207;52.26206;149.85778;96.2465;248.47892;7.46157;21.93879;216.87961;213.04029;85.58027;360.16114;67.52689;182.98157;438.14921;114.43958;325.95313;104.72121;210.7179;110.30974;110.81642;208.52075;243.94246;285.56;137.14003;126.72279;24.48106;212.47065;86.4532;92.31183;161.43275;110.81642;37.69472;165.00472;189.51919;232.51433;372.93941;36.41635
 Madencilik Ürünleri;AFYON;13978.11438;13437.06126;15071.63555;16273.7509;18477.03558;14424.84262;17584.92271;12327.24551;16528.23574;16012.67287;16341.01648;15262.83173;11952.29287;15293.11862;14826.16539;24173.45477;22082.2169;15556.25726;18490.33008;19115.09473;17653.44758;18324.82034;17636.76093;14286.13267;15096.44127;14124.39764;20193.65057;16841.75849;18200.42728;19884.41524;18548.53812;17723.0931;17080.93662;16633.05816;21265.29052;21906.56834;24203.4379;24844.60987;22165.38252;17580.13733;22545.56504;18506.7938;20686.76596;20066.24904;18530.18033;17678.34903;20852.12788;19173.4329
 Makine ve Aksamları;AFYON;42.97274;56.25613;541.4055;669.78124;529.66244;261.12473;658.64793;175.68877;388.67483;410.22465;224.28242;77.54571;363.55005;383.72448;631.67629;862.3274;968.70375;843.30939;1365.37102;834.58215;679.45027;863.43363;101.50865;555.01339;246.84948;606.39757;448.37002;1442.49244;1246.64683;676.47082;1017.39579;712.89646;731.63291;631.53137;626.77912;740.54034;664.52205;1989.10853;831.48506;2010.35805;1328.65531;1017.39579;531.85617;592.43088;936.81789;517.83666;1269.26919;186.26054
 Meyve Sebze Mamulleri ;AFYON;321.30267;414.00554;448.57194;445.69782;414.66896;279.26092;272.06025;52.18592;203.22894;882.61417;1482.2794;1062.04747;559.97605;849.31514;1004.30244;568.40048;701.99604;527.85656;519.89563;956.4956;395.47305;380.40896;393.05448;932.89651;395.17859;590.20696;345.32085;630.48258;924.70183;723.30285;561.88103;529.76697;782.63905;635.07421;769.46687;995.90563;532.59619;756.02367;847.11983;628.91902;812.4144;561.88103;610.8103;329.80763;566.8311;1033.9854;1002.43365;628.18584
