sector;province;2023-05;2023-04;2023-03;2023-02;2023-01;2022-12;2022-11;2022-10;2022-09;2022-08;2022-07;2022-06;2022-05;2022-04;2022-03;2022-02;2022-01;2021-12;2021-11;2021-10;2021-09;2021-08;2021-07;2021-06;2021-05;2021-04;2021-03;2021-02;2021-01;2020-12;2020-11;2020-10;2020-09;2020-08;2020-07;2020-06;2020-05;2020-04;2020-03;2020-02;2020-01;2019-12;2019-11;2019-10;2019-09;2019-08;2019-07;2019-06;2019-05;2019-04;2019-03;2019-02;2019-01;2018-12;2018-11;2018-10;2018-09;2018-08;2018-07;2018-06;2018-05;2018-04;2018-03;2018-02;2018-01
 Su Ürünleri ve Hayvansal Mamuller;DÜZCE;12.27342;46.74482;0;32.7351;145.11969;5.56231;2.7341;75.03878;17.83881;73.14455;11.46402;8.08004;7.21287;49.61184;4.5532;31.55844;42.37413;0.34178;4.81494;10.49038;3.588;3.45091;7.50424;12.52044;19.75911;3.21824;96.06067;0;4.37771;12.9453;10.49038;9.70827;10.9803;0;14.898;118.61916;12.1345;80.51906;3.37334;74.81309;44.77019;26.5832;1.75321;12.07626;9.29809;0.69804;56.32884;0;0.54624;106.00889;38.01813;32.78157;125.1629;1.0482;52.6302;10.22943;2.36654;46.84808;1.0081;0.4761;0.71424;61.48615;5.65999;2.06534;0
 Tekstil ve Hammaddeleri;DÜZCE;1177.44909;845.42353;1028.51602;1102.46362;995.25231;1772.49979;1458.31976;1886.88264;1903.70019;1499.30041;1648.76995;1554.5863;501.30971;1336.72311;1485.55502;1692.07527;1429.9816;2065.35277;1641.35826;1676.62693;1557.75483;1085.50226;1745.79876;1268.21443;1175.62588;1671.60694;1501.36261;1352.54065;1521.3675;2056.30085;1676.62693;1894.97517;1743.47006;2449.42978;1691.28673;1171.43809;871.33976;566.83233;1567.79637;1616.37588;1315.69079;1746.99404;1475.91377;1070.87359;1497.43632;1105.11308;881.0197;640.09499;836.94509;1069.13267;848.67445;1162.62957;1010.77367;1560.44116;1507.46414;1350.85672;1013.66584;863.34686;1129.68981;930.33144;1026.71742;564.19635;951.19304;1101.21727;1342.73769
 Ya? Meyve ve Sebze  ;DÜZCE;0.55775;1.053;0;0;1.42208;0.69056;1.1136;4.64632;2.04736;3.33745;0;0;0.7925;21.52296;0.2496;33.92933;0;0;34.20739;13.07312;0;13.13396;0.2436;40.53843;8.58681;8.25;0;0;0;77.636;13.07312;0;0;0;0;0.5472;0;0;0;0.76189;1.03036;0;0;0;0;0;0;0;0.16371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Zeytin ve Zeytinya?? ;DÜZCE;63.62369;31.38523;0;0;11.1344;48.67476;43.60192;0;30.62632;53.29208;22.40646;2.15676;1.57272;20.88562;4.61952;29.33674;0;6.54292;12.48456;14.69285;3.47826;2.79141;16.59584;11.27599;33.4394;16.3701;0;0;22.71041;5.81092;14.69285;0;19.36011;0.31395;0;15.6164;0;13.10432;0;13.61606;3.6828;7.4556;5.68008;7.34698;0;1.1907;0.3252;0;18.22619;6.72213;0;0;0;7.45192;0;2.3743;2.76576;1.92015;1.476;1.75824;0;3.1656;0;0.7668;0
TOPLAM;DÜZCE;40366.79401;29848.71509;38708.91576;33172.38773;29917.72146;38610.80778;38512.30085;39008.74203;39754.88296;46201.11271;38264.59551;45446.33029;33244.62499;47328.28611;44282.04313;38769.22155;34570.01251;42965.2648;36619.72134;34264.12347;39947.12928;39483.73537;36112.96338;37575.08104;26200.30903;29865.49003;31087.28906;28124.94602;25129.91237;30851.41606;34264.12347;30434.45114;26542.74477;22934.88951;37539.45226;22156.60033;20687.6157;15372.30785;43444.48515;25357.11778;20351.95305;21325.49711;30527.66724;29590.79198;17991.57385;17376.41555;18682.42417;15179.42046;17299.32985;17922.98676;21933.71451;20699.87931;16692.69367;17405.6765;17598.97708;16261.84615;18155.53493;15471.21033;18202.69919;15358.59275;13655.99307;13034.44015;13901.51104;12490.42104;16762.84588
 Çelik;EDIRNE;53.51791;1.46043;91.03122;163.9332;684.39181;214.6838;369.56645;389.19882;554.92317;225.13414;96.27361;94.79775;228.99874;389.60144;462.98028;33.46359;82.84826;218.65737;281.68011;209.1628;1.63176;191.66072;134.59615;4.99077;12.0231;3.12917;17.6849;43.9696;228.97093;135.00261;209.1628;35.92702;76.78198;48.71276;73.94661;10.65256;228.53965;68.23378;74.3991;184.33776;194.75338;256.13622;200.22801;192.53759;69.91933;312.01216;62.66007;59.71905;110.83723;92.95244;77.18898;276.65155;417.08786;233.65846;232.79037;162.39835;26.60234;12.81061;15.1385;52.69527;77.93497;8.16208;0.70323;11.4379;5.72332
 Çimento Cam Seramik ve Toprak Ürünleri;EDIRNE;447.72964;380.69308;690.31488;385.98639;518.55806;411.61932;445.25153;344.46323;299.94605;465.82396;261.36285;508.88458;372.78156;485.31591;402.47594;340.7453;158.14868;336.46164;296.51677;298.54776;323.27595;437.12042;277.80273;341.95887;304.11907;376.61353;314.59409;315.02533;182.88636;289.75365;298.54776;264.71736;267.40696;149.18243;207.4855;195.37786;171.81538;203.48355;231.67291;166.86167;141.12528;118.7534;229.51206;186.91851;233.51399;227.74009;176.47452;150.54774;268.18707;215.84701;124.39047;145.72325;189.82358;83.38231;111.59086;149.48594;93.03996;79.62056;62.43387;56.94662;140.31369;93.98812;136.10408;142.10637;124.52736
 Demir ve Demir D??? Metaller ;EDIRNE;176.69359;104.23827;277.54423;170.80012;352.85366;91.54926;433.49243;98.01715;206.28531;255.43838;234.57301;172.09648;252.09448;185.0456;348.38735;211.65829;35.60312;53.667;331.01592;250.08707;175.72286;220.3528;41.17935;39.82337;76.17683;54.11581;56.91083;46.58708;28.12013;102.12766;250.08707;84.26043;56.67539;37.15816;46.52159;21.40496;37.20435;29.93686;108.50477;47.51365;79.18632;26.14908;15.0215;8.9349;140.14841;71.42729;41.38991;3.40812;4.30639;7.58298;166.48055;8.28295;11.86097;16.93924;12.45347;13.1803;110.11064;7.27164;28.60306;6.66734;77.59883;29.76805;4.66581;3.52415;1.55044
 Deri ve Deri Mamulleri ;EDIRNE;114.00322;74.72264;67.30162;74.523;37.84255;48.83661;93.9043;75.15623;82.52434;129.57277;4.15836;0.54509;74.96184;29.94769;14.09809;0;1.72906;11.90027;0;0.13462;0.06628;0;1.38782;0.60562;0.76087;0.15193;0.50807;0;1.40253;0;0.13462;0;0;0.028;0.33975;0.554;0.74866;0.16315;0;0.06549;0;0.0394;0.07405;0.83957;0.97159;0.07666;0.11962;0.29041;1.46343;0.05657;0;0.31773;0;0.89046;0;0.47434;0.61932;0.07211;0;0;0.11546;1.83274;0;0;0
 Di?er Sanayi Ürünleri;EDIRNE;0.39438;0.22979;0;0.16244;0.55281;0.01066;0;0;0.12165;0.20196;13.53524;0;0.08351;0.01882;0;1.07293;0;0;0;0;58.05924;0;0;0;0.03818;0;0;0.49713;0.06874;0;0;0;0;0;0.98398;0.62443;0.10905;0;0.00781;0;0;0;0;0;78.50846;0;0.35;0;2.44331;0;0;0.03391;0.01373;0;0.01369;0;0.14201;0.00751;0;0;0;0.06456;0;0;0
 F?nd?k ve Mamulleri ;EDIRNE;1.30533;2.21757;0;1.75336;0;2.68974;0;8.18449;0;4.99177;0;0;0;0;4.57699;0;2.13941;0;18.27806;0;0;0;0;0;0;7.25089;12.79341;1.87287;1.98036;1.04915;0;6.55711;1.91302;1.98442;12.14445;0.90987;3.75018;3.92824;0.92663;0;3.39916;9.21552;0;5.07195;4.18082;0.84235;4.58338;7.3799;6.72798;3.90152;4.08725;2.41175;1.63407;5.51941;12.40916;6.86821;1.46788;3.31728;0;5.61142;1.70967;12.07674;3.45924;3.79621;0
 Hal? ;EDIRNE;3.27757;6.70772;4.10373;0.18425;1.05192;0.65975;0.53499;2.28787;1.2022;0.71026;0;0;0;0;4.05899;0;0.31325;0;0;0;0;0;0;0;2.20413;5.63478;21.80464;0;0.47324;0;0;0.02397;0;0;0.16228;0;0.03901;0.44367;6.41298;0;0;0;0;1.26434;0;0;0;0;0;0;0.11363;0;0;0;0;0;0.2773;0.11702;4.60102;0;0;0;0;0;0
 Haz?rgiyim ve Konfeksiyon ;EDIRNE;738.15388;411.68818;587.0558;382.17509;258.91606;324.33462;547.02317;540.44209;499.79605;497.68229;57.96372;102.60038;231.81902;254.96193;242.14675;109.04198;91.39969;64.91849;71.44771;178.6213;126.7668;64.84623;161.11714;183.16644;133.25181;55.12248;55.28923;45.81705;87.34488;25.75998;178.6213;190.05178;40.82738;31.32047;117.96945;40.34814;32.80901;7.18209;19.51516;81.60577;13.21463;59.35667;22.28492;8.8345;54.33197;55.96777;63.06371;14.98728;50.30647;49.3133;34.69756;8.73941;1.89204;0.1577;23.03601;64.1392;22.57862;91.90556;766.69522;0.13462;170.97156;174.90356;0.15326;114.93606;50.19634
 Hububat. Bakliyat. Ya?l? Tohumlar ve Mamulleri ;EDIRNE;2596.13845;2530.12562;2359.90285;2191.51348;1324.46674;1837.14071;1541.75858;2336.19238;1736.77801;1085.43225;1210.57567;2229.0112;1138.72867;2070.52098;1701.19813;2495.63512;1777.01092;2128.76445;2398.91452;1436.25504;2220.07064;1696.34917;1693.4953;1332.63454;2125.60353;2372.74704;2065.99809;1137.05378;2171.55;2626.72011;1436.25504;2544.50434;2093.48324;1691.84068;2161.69748;2079.34832;1826.16386;2043.02492;2203.19447;1723.40447;1308.95445;2508.94656;2193.74577;1861.03361;1971.60213;1806.24243;1877.61382;1098.39799;1952.16874;2188.32288;1473.58831;1321.01756;979.70957;1796.65499;1927.67677;1746.53103;926.28053;1756.05968;2082.1967;1605.90704;2151.32915;2332.69745;2360.0988;1104.54024;1255.76247
 ?klimlendirme Sanayii;EDIRNE;76.01075;115.7666;46.23281;55.2219;52.69047;20.62011;89.62098;92.12996;278.93245;144.86884;83.06409;64.2624;23.93817;124.39029;107.7199;24.84316;41.86941;93.51146;135.99957;103.00894;231.54378;72.69035;22.9404;94.35006;5.14714;53.84718;7.36443;27.33005;10.95804;56.19062;103.00894;103.02258;38.3495;49.71354;72.65001;25.65199;48.33561;29.95968;16.13751;7.49337;2.31332;33.4341;19.69323;21.37881;59.01418;47.13181;16.51145;27.71313;95.12542;33.6381;40.18048;0.40789;7.09344;12.80029;41.76022;66.33021;90.05515;28.09377;82.50015;20.30527;40.35685;26.32972;63.0255;13.31941;7.23069
 Kimyevi Maddeler ve Mamulleri  ;EDIRNE;211.85784;130.50947;160.67333;177.31782;87.74701;122.54552;181.46964;135.95529;269.07984;228.21945;206.26396;162.7479;317.73624;590.96294;320.35786;178.25669;232.45387;74.10921;240.32372;244.72723;317.76484;264.25717;254.4017;377.66734;323.92491;217.24094;349.99975;264.38861;244.27231;97.01879;244.72723;210.86628;249.72463;246.48016;378.68077;288.44611;206.83658;264.88079;211.73896;448.37815;187.11727;634.35725;377.0866;178.40902;500.53412;263.13063;402.01773;370.23287;606.49892;625.71134;321.80199;649.99573;134.04839;333.84614;291.7452;338.89945;410.67175;68.32064;496.50988;343.39485;285.98433;355.94832;429.01917;349.5362;377.83448
 Kuru Meyve ve Mamulleri  ;EDIRNE;5.4242;17.48134;4.55652;25.892;0.7248;7.35264;0.21038;43.7358;0;31.95017;0;7.01912;0.88686;5.46105;25.40457;7.69174;34.25255;17.7457;61.10932;6.43917;2.18226;0;23.80236;1.63101;4.64352;34.12875;26.99552;27.71712;25.80735;10.68093;6.43917;118.24509;46.56729;96.68011;99.53083;94.94437;127.4717;32.44918;48.58063;0;84.63102;76.69031;8.7487;87.70379;77.3728;103.27981;116.62491;110.77191;69.68644;71.99268;88.96369;44.26553;19.43563;49.18863;91.49975;101.01434;65.578;109.5685;50.92947;84.66225;79.7526;38.72818;91.89893;71.47108;0
 Madencilik Ürünleri;EDIRNE;13.54239;24.00807;13.67198;13.25782;12.51476;10.93558;40.01407;29.64615;13.13437;8.35552;11.52499;104.42953;13.33606;18.66013;14.31745;8.94338;14.20927;14.49778;13.01943;7.99071;12.67504;3.7913;16.57457;52.92473;34.52416;39.79063;16.39895;11.45866;2.74479;16.96632;7.99071;13.58821;18.8591;7.4075;22.52519;28.16148;12.34513;7.65119;4.81352;0.36251;0.68821;3.01181;2.15635;12.79811;4.19376;6.92488;15.64303;10.34645;14.83803;8.41681;15.3856;5.31077;3.87682;6.40187;3.70068;6.27156;20.19954;8.86818;13.14956;8.96507;18.41977;6.74545;10.77959;4.67736;0
 Makine ve Aksamlar?;EDIRNE;191.03021;82.17127;472.10298;267.48982;141.30542;206.0486;219.59193;172.74326;331.44363;618.51244;264.10733;459.68957;226.23843;343.18148;318.18213;310.83586;590.35768;972.71694;427.3535;97.57437;275.23794;222.48625;262.69511;203.32579;118.77192;238.33054;209.44223;389.78698;26.48322;288.7216;97.57437;95.06602;1063.14163;273.04374;518.95642;129.71997;514.20709;107.68407;1282.65383;97.99588;54.47986;866.66976;128.27957;210.74941;153.40449;243.4267;202.87995;160.33003;193.86248;239.40955;83.71846;151.75013;413.90405;235.48738;132.22881;299.57221;476.32903;934.50683;673.225;43.76469;522.01701;787.36654;132.91015;147.06765;7.86271
 Meyve Sebze Mamulleri ;EDIRNE;69.89249;99.24834;159.89775;91.85913;73.70638;103.16716;171.91557;110.59952;127.00305;161.04434;163.39953;110.87658;61.95633;72.21814;175.4676;100.14212;85.7178;131.75235;182.29256;140.10146;118.09624;169.11771;109.72796;213.74401;78.83032;74.70576;170.55309;92.45465;55.46194;153.29068;140.10146;177.21135;143.32069;150.1268;265.01745;244.38527;88.46275;83.65314;105.99288;68.2639;76.70812;125.19819;107.44948;98.27007;129.50203;160.52856;106.56489;185.77356;56.31867;54.76515;203.99166;59.85051;9.05909;110.44596;65.61221;202.04889;104.2427;46.3676;37.73534;115.2981;71.18825;197.49208;120.04445;86.31919;55.4503
 Otomotiv Endüstrisi;EDIRNE;61.29682;24.91491;140.90278;46.45278;91.16622;19.18606;79.7252;74.18321;49.49408;32.41161;31.13385;112.19347;88.60614;21.85306;85.63475;37.15474;97.60596;43.2203;41.88659;60.41265;51.61794;42.95907;82.03341;78.6887;4.10825;68.01671;46.23689;63.98258;15.92549;44.74628;60.41265;72.25786;65.31718;131.97703;100.88091;28.99386;29.92047;6.80388;27.48948;89.91656;29.72341;29.89851;165.94712;67.9519;21.82959;18.82677;22.28263;38.21082;21.4223;0.77368;183.8386;21.92536;22.22159;23.24198;68.81532;81.59655;136.12073;8.15869;30.49096;8.71323;31.28842;29.76031;62.20885;62.60889;7.28229
 Su Ürünleri ve Hayvansal Mamuller;EDIRNE;1636.3664;1729.98425;2618.20471;1078.45452;1005.21423;751.31063;1033.41324;1081.50375;543.80104;724.16144;346.83901;744.23568;680.02557;2063.56959;1916.62007;2032.51192;1930.6679;766.74285;980.00533;976.72318;1134.37437;870.10817;821.47194;891.50515;1495.61665;727.37831;1212.07834;894.41854;997.93934;1135.49925;976.72318;839.91176;553.49566;557.94506;413.83523;636.81973;290.55147;147.86526;566.39181;988.95197;897.09392;955.32789;645.8109;466.42068;422.90045;424.61449;230.17918;510.96384;482.77018;719.19021;662.11269;657.73181;601.82492;274.33604;614.41629;678.04192;441.14001;299.05822;277.38813;179.09868;437.96521;460.26341;903.60757;604.44214;383.13019
 Tekstil ve Hammaddeleri;EDIRNE;49.0952;33.0654;20.20112;57.27678;22.26574;31.50502;32.25382;48.91125;27.96849;32.28925;1.53401;4.98331;42.86686;65.91969;8.65048;12.22608;0;30.25273;0;0.00931;3.34999;1.557;2.05395;4.74405;0.13303;0.539;7.85237;1.17258;1.83539;0;0.00931;12.09024;1.09304;8.58654;1.69811;0.79443;4.80614;4.24239;12.9375;3.96603;19.37786;32.78407;5.57855;19.16119;42.59903;69.63159;33.19077;10.28604;124.78568;68.66087;17.74052;9.88754;0;30.38973;44.17989;11.8601;2.42037;76.92196;40.65384;26.50488;27.94654;31.53786;62.86436;68.12984;1.51828
 Ya? Meyve ve Sebze  ;EDIRNE;187.19824;468.2384;284.02523;385.1833;387.94754;257.02818;265.54905;285.73776;218.45368;132.15329;50.63105;144.40479;89.13946;160.31059;317.96804;184.11058;218.69039;108.22644;14.36781;4.55436;11.15074;25.12335;1493.05652;164.29344;78.14993;277.81951;167.55;113.93746;47.04425;24.83869;267.87067;220.37258;371.43395;150.10854;246.59454;183.46812;173.13122;215.64325;84.22503;185.14613;155.34309;207.27732;117.44466;26.53876;60.81039;97.09836;218.98809;264.57374;459.96632;178.65304;192.54795;290.44389;427.0146;440.57714;197.26768;322.50245;338.17814;176.75355;118.27332;182.85891;473.82493;481.0264;539.86541;437.95306;510.71561
 Zeytin ve Zeytinya?? ;EDIRNE;0;12.55943;34.75458;47.89327;17.2257;19.72191;55.34385;10.41873;37.47731;66.14092;6.4446;66.12398;9.9587;64.25002;28.83243;25.97537;26.63775;0;33.3057;21.93093;33.9093;2.16882;27.32698;23.27825;1.90165;39.35831;18.59416;2.12195;29.41926;20.54586;21.93093;20.51575;1.08415;2.3246;36.14327;18.47188;25.3019;3.70055;3.0822;31.30523;0.7099;13.7039;12.98152;2.19957;1.9246;0;9.61691;7.52883;0.426;0.93;0;2.05015;16.19218;0;14.3417;7.4557;0;0;0;9.35435;0;6.3822;0;0;8.92079
TOPLAM;EDIRNE;7376.45116;6500.45767;8271.12517;6086.82001;5430.75268;4744.55958;5826.55207;6137.03833;5612.16011;5250.36852;3403.09197;5441.77713;4269.60124;7321.20366;6917.39729;6554.23561;5823.48285;5316.20036;5791.65573;4260.30575;5402.06532;4658.39162;5966.12408;4461.88688;5221.40086;5053.93588;5250.342;3874.94925;4601.88016;5361.14686;4523.62206;5439.92281;5336.1761;3782.08408;5063.7992;4247.15081;3978.33753;3391.95491;5158.55739;4248.53093;3387.13067;6050.95843;4324.47147;3553.23319;4118.29852;4056.07962;3725.22937;3067.02938;4653.32051;4643.97282;3740.84817;3696.63531;3321.49522;3752.37545;3991.50711;4383.31831;3351.49602;3752.94812;4819.02238;2771.30652;4690.72918;5176.82893;4964.75993;3311.14371;3036.17834
 Çelik;ELAZI?;10.14079;35.9103;83.13554;46.90683;3.20611;4.20697;57.84712;17.64024;12.09644;32.62206;26.86361;9.42445;23.24864;24.19891;3.5051;3.525;3.5974;3.12497;9.45902;10.08467;2.20233;8.27903;43.34497;0.43557;0.19119;14.02134;38.61962;14.64069;4.34714;3.43607;10.08467;22.538;6.02127;1.6318;4.85288;6.044;5.58828;5.76415;0.52241;17.71057;0.00277;4.21692;0.0554;3.4712;1.38064;118.07122;90.08587;53.6669;13.0565;7.30232;107.82533;19.44692;95.37875;49.98363;0.05556;0.048;25.7705;22.11565;24.98786;4.365;120.58;2.28037;0;1.15001;0.39568
 Çimento Cam Seramik ve Toprak Ürünleri;ELAZI?;33.6084;15.17202;1.594;1.69891;2.849;80.14344;27.56704;188.7315;19.08763;80.61552;101.04156;18.22436;58.59301;10.51018;31.64976;40.33208;23.52821;4.52391;25.20684;10.422;16.13173;7.52525;1.19339;5.42817;0;3.13461;0.04137;0;0;8.28826;10.422;30.25328;25.62852;41.43861;50.18737;19.48406;0;5.83135;16.52576;22.19551;50.57219;48.17546;3.15721;11.80002;8.06749;2.21619;55.68962;0.54954;0;0.06992;0.09799;2.73014;2.55;0;0.16848;23.26972;0;0.13056;0;0;0;5.8471;51.87892;0.13485;0
 Demir ve Demir D??? Metaller ;ELAZI?;153.78572;179.48644;129.78438;70.29169;171.80577;331.47533;224.58156;180.84313;152.13587;276.89046;83.85984;223.68354;121.65624;288.66884;138.05041;340.29956;63.69198;97.76054;109.61955;68.33607;106.90475;114.70074;40.33629;114.20554;186.79331;198.13254;174.76051;48.78499;87.56471;139.59904;68.33607;139.01384;161.60061;27.38849;73.29675;57.14313;166.61843;37.32479;95.57056;95.75399;43.00265;113.72251;71.69188;91.426;116.29016;94.6838;252.26522;25.7751;75.7359;27.40546;157.95355;57.61742;22.55033;47.43071;136.75287;62.6711;43.9833;32.08647;120.80505;100.46273;22.50532;42.69705;134.58471;71.83039;5.32547
 Deri ve Deri Mamulleri ;ELAZI?;0;0;9.303;0;6.62279;0.2389;0;0.14846;0.09793;0;0.34052;1.4391;25.25409;0;0.06915;0;0;4.85084;1.90479;0;0;0;0;0;0;0.00498;0;0.48096;0;0;0;0;0;0.02382;0;0;0;0;0.05724;0;0;0;0;0.00388;0.05529;0;0;1.25179;0;0;1.28606;0;0;1.1583;0;0;0;0;0;0;0;0;0;0;0
 Haz?rgiyim ve Konfeksiyon ;ELAZI?;135.11185;81.57068;2.19421;0.1756;0.18942;19.7168;0.20742;1.88953;4.00603;0;3.40336;0.28076;0.36;3.76938;0.12277;0;2.41691;1.5726;5.89229;0.0007;67.84282;2.23334;2.14615;2.15844;0.17302;16.68611;0.25;0;44.977;0;0.0007;1.10996;86.91531;0.2693;6.69797;24.15711;0;0.34717;0;0.038;38.37965;0.00373;5.13751;18.04993;2.30388;43.86563;0.68299;0.605;3.08939;1.68178;2.76715;0;0;0.715;0;0;0;0.06213;0.80612;0;0;0;0;0;0
 Hububat. Bakliyat. Ya?l? Tohumlar ve Mamulleri ;ELAZI?;29.06281;0.60658;40.92237;5.1244;26.68988;5.88339;0;0;5.88192;0.6412;20.9;4.22115;0;3.98638;0;2.94674;0;18.36548;8.37278;0;16.53683;11.31653;0.56984;12.00084;0;6.91765;0;2.11775;4.4867;0;0;1.73253;4.24373;1.19931;0;0.38333;2.357;1.50027;7.59787;0.61037;0;1.4696;0;11.46874;32.86003;22.18801;1.00896;0.25552;8.11596;0;0;0;1.1855;0;0;4.57254;0;2.12262;7.88277;71.15412;0;0;0;0;0
 ?klimlendirme Sanayii;ELAZI?;424.06393;305.50251;366.54929;248.67688;223.91635;329.76033;339.14687;373.57124;519.24434;482.96004;417.3296;655.103;614.3499;785.75103;345.08316;324.59716;277.29068;545.36063;435.77869;464.414;356.90522;303.08635;265.68666;253.07929;137.16318;191.43583;171.1798;174.32284;137.24946;171.31796;464.414;60.85376;79.65084;76.02088;63.47219;109.49975;31.11967;29.33878;30.86251;72.40679;53.59775;110.68636;39.29115;74.21144;96.95777;81.82854;52.3765;70.1889;37.09775;37.63146;64.22463;43.52884;41.23657;76.75938;85.91425;59.27146;32.39014;18.43801;35.26714;27.65134;15.29353;19.86838;48.04809;29.67677;6.13584
 Kimyevi Maddeler ve Mamulleri  ;ELAZI?;380.02956;674.16151;603.98218;266.16711;466.84431;248.41452;633.25472;574.5587;612.56753;603.3766;542.6733;889.3665;894.67466;1140.07084;684.01957;593.93597;475.80873;471.92389;501.22034;405.31274;317.56985;381.09791;335.53122;381.10046;237.18477;260.3076;241.98018;334.17861;117.76414;248.64337;405.31274;208.00925;224.58663;130.91282;211.91625;203.21826;92.43414;80.32998;210.05549;148.95647;169.03686;239.43531;146.34278;185.39812;184.94834;99.20717;244.97658;211.57329;172.10417;163.62593;117.9677;151.63917;71.47416;110.31492;86.60891;229.62546;137.81267;80.62851;245.06306;85.80373;214.84036;194.55486;111.0421;212.87967;69.97624
 Kuru Meyve ve Mamulleri  ;ELAZI?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.33933;0;0;56.61999;0;0;0;0;0;0;0.065;0;0;0;0;0.2241;0;0;0;0;0;0;0;0.1718;0;0;0;0;0;0;0;0;0;0;0;2.48007;0;0;0;0;0;0
 Madencilik Ürünleri;ELAZI?;31720.56196;25127.97415;18024.7696;10915.24101;29869.51605;20623.03715;22172.68721;14096.47964;47938.60428;18770.37384;16542.90834;30081.18659;24621.70533;34408.78113;49784.40701;23776.39283;14899.48525;35211.33943;22548.7356;24730.47406;21568.16778;19591.87985;25580.4095;16876.51048;14218.32533;54487.0705;17997.10465;28618.04329;17481.92153;20024.92056;24730.47406;15913.48912;14372.76511;9630.24057;4649.66814;12585.76381;7141.14443;12711.42052;14475.96107;7924.07974;10123.07511;12744.83477;11959.03503;11582.48037;16861.68609;9637.85774;16477.34104;10653.17524;23535.53299;25393.7557;26198.62302;11328.43991;9033.41;11228.01329;11004.24652;20703.85324;10349.80654;18389.28835;10900.45364;20108.45714;21255.027;23620.1501;14316.93834;11903.60847;22346.4359
 Makine ve Aksamlar?;ELAZI?;372.40288;88.05891;170.56852;34.07818;150.875;720.69131;137.55202;204.29084;233.69131;132.47166;97.94807;393.19224;282.64364;107.00894;179.35874;155.84039;142.56578;43.73672;69.99386;120.46024;137.17923;109.3768;97.57739;243.36249;85.04447;115.07425;43.5187;65.65812;195.8159;236.3854;120.46024;77.4117;74.65002;19.53143;89.36105;90.63698;24.18966;47.44568;234.21605;85.83688;347.34967;126.34074;163.0824;132.45291;141.31876;73.91241;97.2411;52.88755;69.06881;461.27722;95.86468;197.86539;62.8736;65.17463;110.80678;39.38456;43.97845;79.6597;51.32659;135.03567;127.72454;9.44993;33.11664;173.73539;63.53864
 Meyve Sebze Mamulleri ;ELAZI?;1.4674;0;0;0;0;21.6097;0;44.45116;28.91744;0;30.47798;0;0;0;0;0.47505;0;0;0.2592;0;0;0;0;3.09685;0;0;0;0;0;0;0;0;0.84;0.55128;0;0;0;0;0.26293;0;0;0;0;0;11;0;0.00279;7.35222;0;0;11;0;0;0;0;14;0;0;6.727;11;0;11;0;0;12
 Otomotiv Endüstrisi;ELAZI?;0;3.394;10.60293;0.48168;37.8441;56.95242;0;0;2.54478;15.65071;95.88741;0.2639;0;0;9.42005;0;0;0.275;7.1015;0.22823;7.6;0;0;0;0.27082;4.99451;0.78402;0.414;0;0;0.22823;0;0;15.87986;0;5.28;0;0;0.195;0.3965;0;1.73489;0;2.092;1.183;0.0897;0;0;0;0;0.65971;0.09986;0;0;0;0;0;0;2.71286;0;0.376;0;0;0;0
 Su Ürünleri ve Hayvansal Mamuller;ELAZI?;114.08492;936.24095;987.73636;775.6254;639.5865;636.32906;523.2276;286.56396;383.4306;579.77363;793.31706;592.98599;824.70597;631.4423;359.8727;155.9004;517.98108;482.7732;693.117;1094.082;710.8302;544.9121;407.18672;539.91344;572.68178;613.708;931.46077;403.71915;453.4977;511.5064;1094.082;348.91231;345.68731;296.78325;372.14098;393.39228;231.4832;738.9933;407.84243;678.41036;593.08842;704.61518;927.25224;995.2155;678.67037;291.57236;502.99425;968.85786;1571.8434;871.55196;933.25713;1007.1066;1221.20837;974.36646;1443.65816;1306.32897;1164.3207;1140.21398;1318.65933;1302.67947;1290.6509;1002.22372;583.17096;783.06117;1198.9985
 Tekstil ve Hammaddeleri;ELAZI?;0;7.59712;24.924;0;0.23055;2.09566;0.33181;1.58981;0;0;0;0.09104;0;4.70705;0.82321;0;0;117.31535;0.01841;72.94673;7.01255;3.89164;1.39538;0;0.29504;0.48252;1.06;0;0.47586;30.09043;72.94673;0;0;0.30778;0.40811;0.817;0;0;0;0.19;0;5.32932;0;0.39916;8.74021;0;0;0;1.30169;0;0.53738;3.72744;0;0;0;2.533;0;0;0;0;0;0.12658;0;2.00239;0
 Zeytin ve Zeytinya?? ;ELAZI?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.20185;0;0;0;0;0;0;0;41.4618;0;2.3906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.88179;0;0;0;0;0.05447;0;0;0;0;0;0;9.292;0;0;0;0;0;0
