sector;province;2019-01-01;2019-03-01;2019-05-01;2019-07-01;2019-08-01;2019-10-01;2019-12-01;2020-01-01;2020-02-01;2020-03-01;2020-04-01;2020-05-01;2020-06-01;2020-07-01;2020-08-01;2020-09-01;2020-10-01;2020-11-01;2020-12-01;2021-01-01;2021-02-01;2021-03-01;2021-04-01;2021-05-01;2021-06-01;2021-07-01;2021-08-01;2021-09-01;2021-10-01;2021-11-01;2021-12-01;2022-01-01;2022-02-01;2022-03-01;2022-04-01;2022-05-01;2022-06-01;2022-08-01;2022-09-01;2022-10-01;2022-11-01;2022-12-01;2023-01-01;2023-02-01;2023-03-01
 Madencilik Ürünleri;ADANA;1212.05459;5957.78608;2461.70266;0;772.90223;1850.9385;1128.7297;1048.10792;953.96445;1197.04724;1562.71249;856.04861;71.47206;15.05159;217.27658;363.0101;557.57468;225.21567;426.6559;456.84698;294.77554;275.32027;433.19071;2123.54686;256.55022;270.87931;276.03486;652.00396;936.36166;1202.12865;848.55296;2058.3314;1550.82147;355.21931;285.04559;1455.08523;2534.15521;1285.74551;1945.75802;1965.1505;1493.98776;1097.2454;355.63673;2127.18555;568.17747
 Makine ve Aksamları;ADANA;7188.63763;6694.08399;8883.10191;0;4910.91417;5965.38453;5852.28635;6678.94993;9277.09395;7985.11788;5289.45858;3698.68915;13.344;7.80367;5242.69341;5251.85207;5003.64557;6339.03923;8424.57446;10523.07947;9400.07325;11715.70271;13574.61822;8642.50022;8372.73113;7966.30557;6272.6139;9444.63626;7062.83932;8063.23013;12269.64799;8735.53058;10772.10063;11164.19385;15773.74788;8951.83342;9018.06011;11096.88834;10758.24947;12565.15216;13491.13003;12743.19145;11035.39005;9505.7362;15719.19618
 Meyve Sebze Mamulleri ;ADANA;1232.53447;1892.52076;1337.10091;8.79319;986.33393;1763.84237;1309.94007;1694.44604;1814.98976;2104.07672;1478.89677;1077.96067;12.8771;37.68301;1744.80953;1844.41442;1310.90916;1207.79969;1767.46228;1614.63001;2476.90632;3085.65203;2434.1868;1868.19766;3334.9189;2730.69299;3954.0878;3211.4992;2167.28024;2456.26912;2088.12599;1931.09676;2383.85653;4112.57553;4469.00895;3878.19668;1783.77474;3872.90415;3764.85709;3373.10528;2899.22463;2850.08834;3883.13863;3049.32901;4667.82601
 Mobilya.Kağıt ve Orman Ürünleri;ADANA;7776.18531;8922.48222;10333.98713;6.48;7288.09489;9123.05693;11737.41202;7781.08413;8619.70704;6951.34586;4472.03502;7957.3015;1.1765;0.89203;8907.99008;11934.27126;12341.71936;12690.1484;11606.95152;7468.34506;9918.69348;12687.39351;10609.0759;8503.52684;12666.51483;8291.6981;13679.69953;12521.64348;10818.67905;11996.95746;11187.75646;7704.27718;9445.64381;11120.10706;13278.73682;9924.94773;11834.6534;15111.35578;12842.00405;10652.38394;12324.9366;12324.37311;9292.66473;7395.65891;10383.07173
 Mücevher;ADANA;7.37896;0.64233;12.99356;35920.02136;1.64126;0.39497;10.37451;2.25874;0.74262;0;5.68596;0;48810.7815;46304.31383;0.03193;0.16076;0;2.14605;12.79366;0;0.43202;2.62778;4.39349;0.28157;2.75139;1.31637;0.35295;123.2548;156.64317;183.45669;44.61771;3.23795;124.2138;3.61196;3.46988;1.57987;0.91171;2.3077;0.40411;12.62354;24.02336;24.42323;2.6;23.49573;54.60866
 Otomotiv Endüstrisi;ADANA;8492.90021;6973.80873;14130.30668;49.79822;17174.13051;13391.17797;4709.14346;3321.23223;5001.20143;4174.92801;1982.5453;4450.59607;21.17715;31.3885;5104.86296;8346.916;8223.36368;7894.33518;9286.32332;5142.41458;6661.11084;6151.87739;8374.27142;8029.14732;8214.53307;8689.61775;10932.65624;7856.20503;10196.92924;15370.29052;16103.28057;4877.76443;7834.73361;8594.61591;9980.96189;6891.93156;20064.89169;13935.41883;11033.02798;14509.21722;17927.91859;15080.13013;6328.54932;7997.90791;18180.03166
 Su Ürünleri ve Hayvansal Mamuller;ADANA;12369.55729;10429.35267;11727.67814;240.25793;8216.02809;9685.75065;7225.97599;10651.36898;11860.02312;10666.5428;7359.05321;4680.63015;203.15726;233.79417;8281.9724;10134.77223;8348.02907;7721.64372;10104.20578;9403.4517;8206.04425;9333.94547;14047.65874;14115.64437;13783.42222;9896.23563;15571.25341;13620.4854;17607.29047;20521.23247;13309.27462;12959.29861;17837.7932;20302.72553;15430.17317;13244.45247;13863.61072;16520.93625;15837.52284;11439.76789;13838.81865;11890.19782;11368.86065;12610.95837;10422.26662
 Süs Bitkileri ve Mam.;ADANA;303.79946;1200.52534;343.66412;1718.86395;188.58454;223.3926;238.03748;522.94101;249.59638;494.49781;309.43543;657.71508;291.11625;508.22266;161.44943;162.57661;393.54876;281.55828;172.11004;216.87501;214.38022;441.30459;289.83679;573.57466;263.97416;21.40475;194.09724;316.93358;256.89149;253.27969;379.92168;182.76888;147.65859;461.82152;227.3241;370.1887;194.38999;257.3268;356.40824;683.18565;539.65662;444.36283;240.14674;496.96908;661.14766
 Tekstil ve Hammaddeleri;ADANA;24098.17713;29911.04515;31315.9963;28934.66229;18404.057;29805.62172;25573.91375;27202.68806;24876.42197;24159.5563;15329.48715;16480.61283;26643.75462;32952.57331;23549.26707;26678.55616;33582.35094;26498.63384;31620.32339;30956.79337;27299.74605;38852.85868;35173.04766;38265.00845;44986.25974;41826.71451;39826.88495;52336.84297;50329.81367;49385.82449;58933.9907;44405.83907;50133.71989;64973.84746;59413.30508;52712.50534;59674.66836;52259.02504;46619.48576;46557.22248;40273.27902;42468.37954;45087.64946;37115.0453;47323.21784
 Tütün ;ADANA;0;0;30;555.75243;0;0;0;0;0;0;0;0;389.65177;427.77257;0;0;0;0;0;0;93.534;91.63;0;89.262;86.93885;0;0.57261;0;0;0;23.0376;0;0;9.12056;0;5.72551;0;82.73693;18;0;0;0;14;0;143.574
 Yaş Meyve ve Sebze  ;ADANA;15094.35218;6934.10848;4674.84815;465.2194;3294.54198;14065.19087;20091.69516;16307.84613;11029.83841;7798.75709;4088.30989;4899.97445;219.33231;309.44048;2835.39646;6149.62925;14702.5173;20122.361;22386.20517;14702.93504;11937.35856;7264.63095;3501.69383;5245.65491;10937.53014;2606.26656;3334.19132;5557.13591;15439.72252;20874.76151;23938.21838;19048.21058;15096.04807;10670.73823;5379.64977;6395.40841;11806.03677;5595.60814;4511.69649;12842.95739;23930.13467;29184.21119;23722.17186;19290.30473;18109.16685
 Zeytin ve Zeytinyağı ;ADANA;104.60881;51.8135;18.4082;62.66007;10.03074;21.54409;36.19962;73.67295;34.90856;5.94006;10.18254;13.72261;10.65256;73.94661;0;56.18206;62.90601;27.11524;44.66728;303.12613;83.07919;27.3108;46.03557;30.86228;52.89817;72.47674;50.74313;8.8913;36.14139;5.73165;44.94832;33.94626;93.29967;68.95069;12.20038;53.11527;40.35875;3.37438;125.8071;22.85698;53.76002;60.8756;92.80918;80.75644;167.92324
 Çelik;ADIYAMAN;248.31316;14.4285;213.77192;0;0;0;0;7.43028;0;0;573.6783;0;0.56457;0.52708;0;3.55952;0;1.2274;3.42253;0;0;24.67933;0;0;0;3.77164;0;21.49032;0;2.26376;0;1.55284;0;1.74294;124.94438;45.46375;10.34126;0;261.82528;0;2.90234;0;154.65389;0;10.62892
 Çimento Cam Seramik ve Toprak Ürünleri;ADIYAMAN;5.20791;11.39035;70.7842;50.29225;16.37669;57.89642;94.91723;15.66267;38.73429;1.39272;27.09528;23.4508;50.47238;11.86104;16.60367;13.83607;13.73911;22.06183;65.99206;22.85414;15.39528;44.91848;29.05511;26.49868;27.15513;26.94678;8.6454;19.10668;10.45709;26.12071;31.22451;52.11422;127.92211;169.66745;107.95861;20.82618;217.49749;0;567.88052;854.04436;58.0934;0.4297;47.84656;0.45169;0.30914
 Demir ve Demir Dışı Metaller ;ADIYAMAN;6.31734;73.63407;54.73326;1059.01614;38.22;126.24047;56.44986;33.10958;93.18787;0.45886;40.5;30.24506;1452.0252;1022.53953;11.73683;75.17863;18.74465;0;31.39295;32.23634;33.12002;63.88408;15.26752;3.24862;11.88001;12.55526;45.03975;26.93776;43.75763;190.34436;213.32553;276.80431;212.01398;101.69179;196.07381;114.88043;25.41591;234.54117;12.40529;46.74192;43.65671;499.71945;455.85456;11.20998;46.05006
 Deri ve Deri Mamulleri ;ADIYAMAN;5.81376;4.72446;0.00302;15881.45077;0;0.79755;1.18376;1.62715;0.81946;7.06334;0;0;21430.77114;20336.31812;0;0;0;0.09282;0;0;0;1.61143;0;0.06398;0;0;0;7.3929;2.31082;0.23853;1.36494;0;0.07411;0.88567;0;0;0;0;0.98451;0;0.03229;0.52135;0.7143;0.19369;0.10587
 Diğer Sanayi Ürünleri;ADIYAMAN;0;0;2.07951;1.94488;0;0;0.13377;0.08428;0.04187;0;16.97;0;0;34.98803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299.81714;211.51708;345.22385;506.74231;1196.61692;282.22638;28.42532;189.35568;0;0.0531;0;0
 Elektrik Elektronik;ADIYAMAN;3.42;4.27075;44.58652;493.35449;22.0395;71.90677;4.7815;1.36963;36.15333;0.77992;0;15.07064;1015.94706;1376.87778;552.95466;1.92052;24.29857;277.1793;0;0.61185;19.17787;71.04542;1.382;85.44233;153.20974;84.66017;700.4303;148.18743;296.95173;579.23742;532.30589;270.87578;393.06632;0;0;0;0;0;0;68.88554;0;1056.44765;257.79323;8.66633;515.12694
 Halı ;ADIYAMAN;0;1.49929;0;165806.1929;0;0;0;0;0;0;0;3.68992;138789.9603;127541.3109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.52851;0.16193;0;0;1916.58108;5874.07373;2670.49464;3520.92129;0.12089;0.49683;0.14879;0
 Hazırgiyim ve Konfeksiyon ;ADIYAMAN;1655.61816;1174.23738;2483.37419;600.39844;0;0;2098.55439;3613.82103;5473.78191;4173.81531;2666.19144;4584.89197;706.3913;770.35194;0;0;25.46338;0.07908;0.07059;0.36276;0.29775;0;0.24064;0;0.07764;0;0;0.23077;2.57594;1.75696;0.03563;0.39574;0.31028;1868.77332;2673.83546;2282.02811;2009.7392;656.73867;683.87239;817.20497;1115.22443;5632.65008;4344.82979;5298.45068;5050.26105
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;ADIYAMAN;761.9813;770.5348;569.2871;426.54183;2212.41618;1991.33154;687.09073;621.36289;449.56092;2920.6584;1371.32137;507.91782;0.87013;0.93266;7843.25063;8367.58066;8512.21324;7422.95837;7483.83425;10212.60222;8182.37721;9246.33821;7732.80967;3467.37499;5436.00871;6327.3521;5732.14283;5496.12709;3335.95106;2665.50514;2224.52049;911.88292;1568.52895;170.61568;528.90624;697.94171;160.97852;5.9305;162.27513;7.3008;0.5616;1038.85896;1445.10167;436.86503;994.31589
 İklimlendirme Sanayii;ADIYAMAN;0.94079;4.86712;39.58258;675985.302;599.00277;662.17872;29.455;0;6.61622;0;12.6956;1.00812;585927.5462;487047.3046;849.08974;859.94771;2535.34223;976.32163;1082.59018;3192.55388;564.33781;553.52785;699.33864;953.25494;628.00838;251.90789;475.00944;559.67868;418.76322;1017.24716;2401.96352;899.1619;849.15737;20.66433;168.7791;501.25466;179.09882;2185.21385;474.41727;1838.31124;1910.89444;14.47763;1.06243;9.27085;46.87635
 Kimyevi Maddeler ve Mamulleri  ;ADIYAMAN;1834.51519;947.24127;2131.8709;43216.7412;4.497;2.82962;662.16536;1602.13446;420.01521;186.61337;19.52562;2576.46505;38429.50085;50887.61059;2.7798;1.82883;1.76445;4.182;21.2922;0;0.02856;2.249;0.94;15.26349;84.517;12.834;1.03152;6.0961;8.15883;1.729;150.694;9.48216;138.17602;2199.61858;2768.72454;3552.51707;877.15713;117.0442;0;0;0;3970.60901;3514.56857;674.33513;919.02879
 Kuru Meyve ve Mamulleri  ;ADIYAMAN;0;0;0;24075.36713;1381.68515;113.47083;0;0;0;0;0;0;22248.42532;30312.49869;2056.94982;219.83481;156.52455;239.51685;237.17525;3127.6793;2173.89628;1428.65277;1294.67808;2466.92019;2938.81416;1006.50513;459.18874;1066.27601;552.91165;1584.05223;421.01164;1953.677;1138.0259;35.7696;0;0;0;7.3087;21.66328;10.67722;15.93857;0;141.63626;0;0
 Madencilik Ürünleri;ADIYAMAN;186.84668;120.14845;32.74306;42.62036;0;0;0;0;0;26.58905;0;6.21542;135.0928;167.75888;0;0;0;0;0;0;125.41643;0;0;5.34595;83.67477;0;0;0;78.79436;0;0;0;0;2.06069;28.6067;5.85643;0.77719;155.18072;692.73941;339.03147;67.2951;52.73667;44.11619;78.75777;0.01585
 Makine ve Aksamları;ADIYAMAN;110.05099;237.60423;95.16698;24.65757;2.33561;56.55239;2.4621;186.15114;65.86569;0;40.28014;2.084;512.10594;1636.98426;20.79661;0;0.3426;0;37.06904;2.00682;6.72359;2.05556;53.25611;5.31195;3.74718;110.65278;16.93552;34.5213;8.81616;15.41529;129.31155;0;19.62327;1.54802;20;0;338.06854;0;0;0;0;215.10687;438.37777;31.9;0
 Meyve Sebze Mamulleri ;ADIYAMAN;2.8544;0;0;23849.31837;114.48241;77.05471;0;0;7.31677;0;0;0;18438.80644;19670.57395;44.61691;37.19014;1.07263;42.67669;339.76306;0;16.27684;23.24738;111.11347;45.19214;62.85286;79.67584;0;2.51247;6.50025;11.193;2.41;92.26153;158.23;0;0;0;0;183.29007;260.35149;165.14752;201.76007;0;0;0;0
 Mobilya.Kağıt ve Orman Ürünleri;ADIYAMAN;115.03852;224.91884;161.76826;4.99298;0;0;269.92009;230.16322;119.20359;68.12964;34.02936;118.00415;101.81301;5.73732;0;0;0;0;0;0;0;0;0;2.09118;0;0;0;0;0;0;0;0;0;201.40867;146.49291;128.00545;192.94591;0;8.03786;0;0.41042;353.91694;136.77459;155.84576;115.26039
 Mücevher;ADIYAMAN;0.16733;0.31274;0;62.47007;397.87146;334.52348;2.37488;4.5324;1.06678;0.04906;0;0;40.53993;0;40.9686;113.93382;96.8594;42.066;102.06604;75.09917;101.016;116.36912;84.15336;212.37636;196.28771;262.21248;165.72555;174.4981;216.45436;182.85066;159.95885;128.25569;135.80027;1.52657;0;0;0;1922.50865;705.54086;1530.78608;1810.68143;2.40556;1.0987;1.19066;0.21174
 Otomotiv Endüstrisi;ADIYAMAN;5.19594;7.5995;53.81011;136.02134;0;0.80322;2.56367;0;0;0;0;9.846;21.96406;56.97096;0;0;0;0.52249;0;0;0;0;0;0;0;0;0;2.07119;0.69937;1.08637;2.42294;0.10065;0.92279;193.37036;380.70272;562.35868;343.79029;0;0;0;0;333.6763;515.14946;0;0
 Su Ürünleri ve Hayvansal Mamuller;ADIYAMAN;0;0;0;3.58974;32.22845;32.90587;0;0;0;0;0;0;0;0;2.60355;0;0;0;0;0.06786;0.89;1.80974;0.08169;0.1296;90.542;0.765;0;0;0.11166;198.35;6.00834;458.95613;153.46429;0;0;0;0;429.42528;627.17252;205.36582;192.02663;0;0;64.28242;87.48034
 Tekstil ve Hammaddeleri;ADIYAMAN;360.99334;258.9228;444.90771;91.7915;0;0;477.59113;83.79119;387.96205;263.18766;16.74785;83.67375;136.57158;270.0383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256.49649;456.46005;293.26793;521.4877;143.824;1191.58155;225;201.68213;491.22797;23.94849;0;0
 Yaş Meyve ve Sebze  ;ADIYAMAN;168.43527;0;0;60411.47408;273.5293;454.19518;38.49935;16.428;0.1445;0;0;0;59878.79705;57824.12294;367.07226;429.70181;612.07158;448.91648;524.16194;0;410.43745;453.42551;0;501.64827;363.39776;270.78615;826.5583;993.93814;871.48069;192.9192;264.74269;904.90392;396.95427;62.1;431.63375;0;0;0;0;0;93.888;653.43;75;61.53709;0
 Zeytin ve Zeytinyağı ;ADIYAMAN;0.279;0;0;6821.21946;0;0;0;0;6.11181;0;0;0;5320.19709;5011.18052;0;0;37.56613;62.43035;68.1278;598.99045;475.66771;857.78886;716.20345;606.291;0;0;85.239;0;0;0;0;0;0;0;0;0;0;9154.20381;11901.80583;8807.4169;9425.32453;338.95874;72.07246;6833.10587;7785.67133
 Çelik;AFYON;106.42538;240.63685;97.60219;8.4247;5094.68452;3982.68677;99.62395;85.85476;38.60328;8.54802;27.90635;10.02797;29.14413;46.72572;11809.42308;10124.51252;12036.00252;9540.23129;9996.95789;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.46442;331.38161;54.12524;13.71817;1982.88208;2216.56268;2472.15089;568.02943;64.82192;10.56152;446.59438;2686.42168
 Çimento Cam Seramik ve Toprak Ürünleri;AFYON;273.23669;1758.31006;1631.11114;1670.16515;44.76398;33.4148;82.96964;2009.22172;2977.49745;1599.7528;2650.41856;3367.3219;2097.9232;2557.65295;5.6729;15.90504;50.24943;61.34317;15.46351;17355.72047;12220.29269;12891.60274;10738.51974;8396.45367;10080.17305;8450.62522;8515.94635;8559.06494;5854.69482;6688.60273;6557.76502;5980.09459;5292.26993;752.35357;2423.38894;2543.40662;846.88215;989.56733;1299.42175;823.26713;1150.98434;380.73771;433.71768;911.45144;1071.25722
 Demir ve Demir Dışı Metaller ;AFYON;1646.55921;1403.77539;1163.89554;2338.79085;2304.66817;1541.69894;1009.80556;1525.02313;1076.47939;1773.80275;1045.19418;1162.74062;3917.44545;2834.3699;3004.93016;1629.00048;369.28402;1865.57277;2004.03144;43.77497;144.26905;22.39517;50.02805;77.5303;69.75043;337.70392;128.16297;38.48396;52.73972;31.22925;90.88212;35.31902;108.49532;1621.32729;1624.52858;1191.96416;1311.64115;0.1224;7.12377;33.96979;31.61314;1289.06113;1373.36512;7.36975;9.13786
 Deri ve Deri Mamulleri ;AFYON;0.10677;11.095;0;6999.83736;890.9274;1160.32657;0.00998;0.04;1.81631;0;0.01556;0.3268;9676.2933;8212.0127;973.32564;910.10408;1694.73243;922.09127;979.33217;390.35236;2508.67934;4263.92712;2791.06843;899.29252;3541.26339;615.1034;1957.46242;745.21521;2009.5864;579.32642;375.82736;641.65515;694.97708;4.7526;3.61161;8.97286;3.91157;22.29132;13.01195;10.4992;0.10375;19.15075;47.17629;0.47778;0
 Diğer Sanayi Ürünleri;AFYON;0.36638;0;0;165.5662;1.18893;0;0;0.11065;9.54739;0;0.08364;0.08139;24.8566;79.48333;1.13968;0;0.09176;3.04573;2.55747;1973.51501;1321.82084;1168.00278;1105.25164;1750.46839;1411.46938;1389.05123;609.42241;1676.94253;1458.45173;1945.38696;1132.84635;2277.25725;1630.84448;17.9576;13.98412;49.46092;38.29602;79.76595;66.83084;10.79384;31.82157;0.5471;0.0444;129.26642;117.95923
 Elektrik Elektronik;AFYON;44.97312;138.12862;118.97371;1243.71937;0;5.3772;42.71979;34.42339;56.28536;80.3289;21.83388;49.3694;1172.70348;1146.421;0.10993;0.14978;0;5.79687;0;4.13103;0.51382;0.19735;0.9487;0.36318;1.43052;5.68115;0.12241;5.5392;13.34371;14.70047;3.73242;2.06114;22.04119;70.00995;83.63665;144.1734;5.73955;0;0;1.30424;1.78104;105.72169;106.05295;0;0
 Fındık ve Mamulleri ;AFYON;0;205.9046;0;0;88.3547;13.33358;179.991;189.70616;126.33736;255.07744;0;0;3.234;0.50792;97.67642;81.36368;37.61892;61.97248;48.3344;0.319;0.90835;0.4184;0.02303;1.71624;6.10697;0.41567;8.69349;0.1208;0.00563;1.55459;0;0.43231;0;504.09027;0;0;0;14.90434;0.42555;0;0;0;605.21;0;0
 Halı ;AFYON;0.0422;0;0;0.03373;0;0;3.35817;0;0.75881;1.51139;0;0;0.018;149.05667;0;0;0;0;14.22497;63.32849;127.77809;66.72438;50.74678;26.95908;165.32145;43.84781;22.93969;94.29024;37.40782;45.93373;48.46534;156.59511;55.80921;0.36023;2.95198;0.62287;2.99175;1.77704;4.51588;3.79304;3.2776;0;0;9.60679;2.16364
 Hazırgiyim ve Konfeksiyon ;AFYON;46.85635;2.275;46.05328;20586.57066;2.70842;8.43036;19.95834;51.37917;49.80334;35.69289;12.25084;6.69159;11685.43085;11174.05341;1.02022;0.9084;0.13025;0.40525;0.12763;0;0;0.75551;0;0;1.14369;0;0;1.95659;7.09596;0;1.90129;0;358.73226;97.01152;119.90462;45.86937;145.77502;70.79583;93.27205;44.55901;161.86821;3.36522;2.96524;102.7405;50.31514
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;AFYON;520.75775;840.2967;456.4945;9.02777;67.94032;67.46369;1867.80446;280.359;229.0911;304.87682;235.54161;204.21749;2.79138;21.00225;24.14542;32.11115;61.55949;13.29546;57.20621;1.80204;0.2128;0.90706;18;0;7.39429;0.66903;6.57653;10.47759;9.96762;4.69821;0.09274;0.15184;0.63292;1406.76893;1072.31267;17832.95736;1318.92885;499.97182;886.76344;1288.77829;691.02089;64.87187;25.94237;850.55958;864.09445
 İklimlendirme Sanayii;AFYON;412.01788;119.90942;382.96669;2914.31146;47.34503;19230.31039;172.35227;96.931;115.34058;319.07845;111.99327;175.7508;2732.88753;3273.06105;294.68556;396.83872;657.84698;535.356;1195.29757;87.85347;5.83716;39.06199;6.57938;50.11272;138.87711;29.95661;160.37996;130.60325;160.97596;95.04513;31.36803;108.55481;13.99962;486.91482;424.51398;589.82222;561.79832;687.92116;583.37432;156.60021;304.41448;1550.15698;1157.79473;412.15818;685.85584
 Kimyevi Maddeler ve Mamulleri  ;AFYON;501.68408;648.43472;1258.90114;11981.91933;363.34642;301.31574;559.00885;917.78867;710.73461;688.42699;681.48675;937.43476;3129.01808;5621.68451;713.78941;165.35558;109.04396;292.91075;264.63809;396.05742;816.647;377.16308;519.34392;251.44898;863.69091;450.10741;965.51179;2073.95282;782.74451;2766.77787;1373.94043;584.72018;780.23172;1299.87953;2410.89366;2022.86488;3773.77539;2673.43932;2940.22395;1382.07901;1746.93494;542.79706;728.28012;1125.1311;1590.68681
 Kuru Meyve ve Mamulleri  ;AFYON;198.31207;149.85778;248.47892;33.62147;501.14833;1443.94512;360.16114;67.52689;182.98157;438.14921;114.43958;144.9127;0;0;604.04553;1102.63951;949.82236;1196.73193;701.10932;244.76924;754.39858;219.70042;459.42983;898.58733;630.11698;625.55912;730.35373;1045.03707;790.44825;331.09042;1032.29653;343.95429;613.4514;372.93941;170.93824;28.9057;212.47065;25.09549;203.04965;261.15828;257.68095;1651.9664;1355.85756;297.82108;306.37578
 Madencilik Ürünleri;AFYON;15262.83173;15293.11862;24173.45477;127.68623;21.93879;213.04029;17733.02049;17514.47249;13566.38112;14842.84744;14124.39764;10365.52278;160.00941;221.28717;104.72121;210.7179;110.30974;241.41885;208.52075;881.62406;794.90659;1006.78103;1212.93547;1228.73467;1450.35185;1106.51003;1174.4876;1332.48061;1052.66865;1237.47714;1228.06259;1108.68876;1283.61171;20852.12788;22189.88622;16547.96764;24844.60987;21874.80119;21731.09363;17546.70386;19004.56016;150.67074;132.9784;14905.40993;17264.34192
 Makine ve Aksamları;AFYON;77.54571;383.72448;862.3274;62.25009;15556.25726;19115.09473;863.43363;101.50865;555.01339;246.84948;606.39757;934.91086;48.57003;92.34397;16841.75849;18200.42728;19922.78456;18727.62809;17723.0931;243.94246;285.56;137.14003;126.72279;85.67655;24.48106;96.49886;86.4532;161.43275;110.81642;37.69472;165.00472;189.51919;232.51433;1269.26919;590.78917;2281.34013;1989.10853;1694.22676;618.90513;658.55146;1213.19995;16451.48824;16360.26625;461.11381;304.23664
 Meyve Sebze Mamulleri ;AFYON;1062.04747;849.31514;568.40048;244.30602;843.30939;834.58215;380.40896;393.05448;932.89651;395.17859;590.20696;208.88928;1158.04508;462.29716;1442.49244;1246.64683;676.47082;763.7075;712.89646;17080.93662;16634.73946;21265.29052;22021.98569;23101.111;24203.4379;18658.52441;22165.38252;22564.54504;18548.53812;20759.66899;20088.26672;18537.66683;17687.99262;1002.43365;935.21626;953.83485;756.02367;755.31595;935.8914;666.3544;444.41813;406.14058;692.93997;709.04386;1170.60155
 Mobilya.Kağıt ve Orman Ürünleri;AFYON;33.7501;131.07197;74.14276;3751.44973;527.85656;956.4956;99.99827;84.7576;69.46983;55.28067;118.75185;66.13093;7785.75337;5730.23866;630.48258;924.70183;723.30285;733.94625;529.76697;731.63291;631.53137;626.77912;740.54034;768.29318;664.52205;1179.09016;831.48506;1328.65531;1017.39579;531.85617;592.43088;936.81789;517.83666;305.59332;466.94014;320.96071;411.86131;345.65269;368.06523;309.0371;354.39456;835.42755;631.8411;293.51508;545.74034
 Otomotiv Endüstrisi;AFYON;1041.85;700.54763;0;780.30461;77.82429;101.23219;1279.93601;364.30855;499.79989;640.4272;0.0439;0;372.8083;629.10863;57.37855;90.07294;68.22212;154.83121;119.54177;800.85809;635.07421;769.46687;1035.54704;535.84071;532.59619;500.06897;847.11983;812.4144;561.88103;610.8103;360.62825;566.8311;1033.9854;0;0;0;0.06266;0.02796;0.46603;0;0.01939;261.98668;337.12038;0.04244;0
 Su Ürünleri ve Hayvansal Mamuller;AFYON;7835.83182;6685.4801;387.87852;5.45;0;0;4839.31608;4873.89518;3869.92283;1279.49789;703.77465;14.54405;0;3.20291;0;0;0;0;0;159.01746;191.5411;173.23771;152.76533;139.8724;202.992;55.5392;50.63847;204.80966;273.41437;241.50989;230.7668;452.11;269.22972;1016.48457;290.04545;782.1116;1735.80788;55.89142;473.47465;730.04791;15.52704;0;0;100.16316;336.28213
 Süs Bitkileri ve Mam.;AFYON;0;2.52;2570.29022;144.3007;727.19932;1304.14098;0;0;0;0;3501.40032;711.34404;186.59916;365.77263;482.8042;159.77662;65.5731;537.07468;1307.86878;0.3163;0;0;0.15605;0;0.01667;0;0.00095;0;0.59052;0.0101;0.05822;0;0;1868.70594;1320.18539;1980.36082;2497.79212;1681.68022;1898.65404;2063.81486;2104.63901;244.04988;367.91796;1259.98186;1891.11586
 Tekstil ve Hammaddeleri;AFYON;0.3776;57.83105;0;0;4547.01098;4448.66941;1.57406;0.72458;0.12421;1.87864;0;0;0;0;1740.76291;1308.16101;4624.07862;2665.242;2569.76693;154.71006;113.86344;254.46603;1020.61177;186.01912;319.15359;594.7589;740.63514;304.42532;1211.62054;902.62394;640.40387;1779.49395;322.20998;0;0;0;0;0;0;4.44273;16.56436;1609.24807;809.9875;23.08234;10.29869
 Yaş Meyve ve Sebze  ;AFYON;55.61405;161.77023;6.97332;7.7228;0;0;69.94899;142.97753;305.6801;88.13601;0.80919;8.31197;21.97677;27.79022;0;65.2;0;0;0;2023.28289;1423.1692;2960.44459;2662.47742;1405.41848;2244.91713;2148.81667;2358.77609;2251.67174;2886.81579;2044.90279;2405.27037;2149.05846;853.04241;142.36702;41.6279;4.07518;6.9872;8.21501;6.7962;1099.95206;493.12959;2.94478;36.54005;1734.25707;1300.11922
 Çelik;AĞRI;23.68778;79.22621;34047.94458;349.44254;0;4.574;311.13036;71.00107;70.61568;0;24762.10244;18456.357;45.31711;98.70676;69.33803;47.6583;274.43922;567.4272;358.61612;10.95932;5.75988;54.5621;21.42497;2.19173;14.36482;6.17977;10.81021;25.29016;8.3048;7.39864;88.58847;5.53244;7.81628;33664.0418;34906.81684;47654.25691;41233.19903;33982.04389;35272.51607;297.03143;309.24015;26881.5463;26801.04014;49.78644;50.35669
 Çimento Cam Seramik ve Toprak Ürünleri;AĞRI;10.05036;35.04369;44.0736;0.91083;26789.07707;50978.04224;17.94331;81.17607;19.5779;0;0;0.59359;0.70686;0.21833;27370.68822;26632.01776;30457.84123;29448.95437;29106.74788;325.32222;288.22963;280.41192;78.44611;71.9295;508.82509;638.96319;327.63859;398.40366;165.10675;524.22026;398.96398;282.01619;354.91923;4.25503;130.38374;17.79803;2.80494;9.03933;5.50793;76.56625;20.46658;11.52981;25.95742;6.16589;2.83651
